GSM329408	GSM329409	GSM329410	GSM329411	GSM329414	GSM329417	GSM329419	GSM329421	GSM329425	GSM329427
SF3B5	P	P	P	P	P	P	P	P	P	P
SF3B6	P	P	P	P	P	P	P	P	P	P
SFI1	P	P	P	P	P	P	P	P	P	P
SFMBT1	P	P	P	A	P	P	P	P	P	P
SFMBT2	P	P	A	P	P	P	P	P	P	P
SFN	P	P	P	P	P	P	P	P	P	P
SFPQ	P	P	P	P	P	P	P	P	P	P
SFR1	P	P	P	A	P	P	P	P	P	P
SFRP1	P	A	A	A	A	A	P	A	A	A
SFRP2	A	A	A	A	A	A	A	A	A	A
SFRP4	A	P	A	A	A	A	A	M	A	A
SFRP5	P	A	A	A	A	A	A	A	A	A
SFSWAP	P	P	P	P	P	P	P	P	P	P
SFT2D1	P	P	P	P	P	P	P	P	P	P
SFT2D2	P	P	P	P	P	P	P	P	P	P
SFT2D3	P	P	P	P	P	P	P	P	P	P
SFTA1P	A	A	A	A	A	A	A	A	A	A
SFTA2	A	P	A	A	A	A	A	A	A	P
SFTA3	A	A	A	A	A	A	A	A	A	A
SFTPA1	A	A	A	P	A	A	A	A	A	A
SFTPB	P	P	A	A	P	P	P	P	P	P
SFTPC	A	A	A	A	A	A	A	A	A	A
SFTPD	A	A	A	A	A	A	A	A	A	A
SFXN1	P	P	P	P	P	P	P	P	P	P
SFXN2	P	P	P	A	P	P	M	P	P	P
SFXN3	P	P	P	M	P	P	P	P	P	P
SFXN4	P	P	P	P	P	P	P	P	P	P
SFXN5	M	A	A	A	P	A	P	P	P	A
SGCA	A	A	A	A	A	A	A	A	A	A
SGCB	P	P	P	A	A	P	A	P	P	P
SGCD	P	A	P	A	A	A	M	A	A	A
SGCE	P	P	P	A	P	P	A	A	A	A
SGCG	A	A	A	A	A	A	A	A	A	A
SGCZ	A	A	A	M	A	A	A	A	A	A
SGIP1	A	A	A	A	A	A	A	A	A	A
SGK1	P	P	P	P	P	P	P	P	P	P
SGK2	A	A	A	A	A	A	A	A	M	A
SGK223	P	P	P	A	A	P	A	P	P	P
SGK494	P	P	P	A	P	P	P	P	P	P
SGMS1	P	P	P	P	P	P	P	A	P	P
SGMS2	A	P	A	A	P	P	P	A	A	A
SGOL1	P	P	P	A	P	P	A	A	P	P
SGOL2	P	P	P	P	P	P	P	P	P	P
SGPL1	P	P	P	P	P	P	P	P	P	P
SGPP1	P	P	P	P	P	P	P	A	P	A
SGPP2	A	A	A	A	A	A	A	A	A	A
SGSH	P	P	P	P	P	P	P	P	P	A
SGSM1	A	A	A	A	M	A	A	A	A	A
SGSM2	P	P	P	P	P	P	P	P	P	P
SGSM3	P	P	P	P	P	P	P	P	P	P
SGTA	P	P	P	A	P	P	A	A	P	P
SGTB	P	P	P	P	P	P	P	P	P	P
SH2B1	P	P	P	P	P	P	P	P	P	P
SH2B2	P	P	P	A	P	P	P	P	P	P
SH2B3	P	P	P	P	P	P	P	P	P	P
SH2D1A	A	A	A	A	A	P	P	A	P	A
SH2D1B	A	P	A	P	A	P	P	P	A	A
SH2D2A	A	A	A	A	A	A	A	A	A	A
SH2D3A	P	A	P	A	P	P	P	P	A	A
SH2D3C	P	P	P	P	P	P	P	P	P	P
SH2D4A	A	A	A	A	A	A	A	A	A	A
SH2D4B	A	P	A	A	P	A	A	A	P	A
SH2D5	A	A	A	A	A	A	A	A	A	A
SH3BGR	A	A	A	A	A	P	A	A	A	A
SH3BGRL	P	P	P	P	P	P	P	P	P	P
SH3BGRL2	A	A	A	A	A	A	A	A	A	A
SH3BGRL3	P	P	P	P	P	P	P	P	P	P
SH3BP1	A	M	A	A	A	A	P	M	P	M
SH3BP2	A	P	A	P	P	M	P	P	P	P
SH3BP4	P	P	A	A	A	A	A	A	P	P
SH3BP5	P	P	P	P	P	P	P	P	P	P
SH3BP5-AS1	A	P	P	A	P	P	P	A	P	P
SH3BP5L	P	P	P	P	P	P	P	P	P	P
SH3D19	A	A	A	A	A	A	A	A	A	A
SH3D21	A	A	A	A	M	A	A	P	A	A
SH3GL1	P	P	P	A	P	P	P	P	P	P
SH3GL1P1	P	P	A	A	P	A	A	P	A	P
SH3GL1P2	A	A	A	A	A	A	P	A	A	A
SH3GL2	A	A	A	A	A	A	A	A	A	A
SH3GL3	A	P	A	A	A	A	A	A	A	A
SH3GLB1	P	P	P	P	P	P	P	P	P	P
SH3GLB2	P	P	P	A	P	P	A	P	P	P
SH3KBP1	P	P	P	P	P	P	P	P	P	P
SH3PXD2A	A	P	A	P	P	A	P	P	P	P
SH3PXD2A-AS1	A	A	A	A	A	A	A	A	A	A
SH3PXD2B	A	A	A	A	A	A	A	A	A	A
SH3RF1	A	P	A	A	P	A	P	P	P	P
SH3RF2	A	A	A	P	A	A	P	A	A	A
SH3RF3	A	A	A	A	M	A	P	P	P	P
SH3RF3-AS1	A	A	A	A	A	A	A	P	A	A
SH3TC1	P	P	P	P	P	P	P	P	P	P
SH3TC2	A	A	A	A	A	A	A	A	A	A
SH3YL1	P	P	P	P	P	P	P	P	P	P
SHANK1	A	P	A	A	A	A	A	A	A	A
SHANK2	A	A	A	A	A	A	A	P	P	P
SHANK2-AS2	A	A	A	A	A	A	A	A	A	A
SHANK2-AS3	A	A	A	A	A	A	A	A	A	A
SHANK3	A	A	A	A	A	A	A	A	A	A
SHARPIN	P	M	A	P	P	A	A	P	P	P
SHB	A	P	A	A	A	A	P	A	A	A
SHBG	A	A	A	A	A	A	A	A	A	A
SHC1	P	P	P	P	P	P	P	P	P	P
SHC1P1	A	A	A	A	P	A	P	A	A	A
SHC2	A	A	A	A	A	A	P	A	A	A
SHC3	A	A	A	A	A	P	A	A	P	A
SHC4	A	A	A	A	A	P	A	A	A	A
SHCBP1	P	P	P	P	P	P	P	P	P	P
SHCBP1L	A	A	A	A	A	A	A	A	A	A
SHD	P	A	A	A	A	A	P	P	P	A
SHE	A	A	A	A	A	A	A	A	A	A
SHF	A	A	A	A	A	A	A	A	P	A
SHFM1	P	P	P	P	P	P	P	P	P	P
SHH	A	A	A	P	A	A	P	A	A	A
SHISA2	P	P	A	A	A	A	A	P	P	A
SHISA3	A	A	A	A	P	A	A	A	A	A
SHISA4	A	A	A	A	A	A	A	A	A	A
SHISA5	P	P	P	P	P	P	P	P	P	P
SHISA6	A	A	A	A	A	A	A	A	A	A
SHISA7	A	A	A	A	A	A	A	A	A	A
SHISA8	A	A	A	A	A	A	A	A	A	A
SHISA9	A	A	A	A	A	A	A	A	A	A
SHKBP1	P	P	P	P	P	P	P	P	P	P
SHMT1	A	A	A	A	P	A	A	A	P	A
SHMT2	P	P	P	P	P	P	P	P	P	P
SHOC2	P	P	P	P	P	P	P	P	P	P
SHOX	A	A	A	A	A	A	A	A	A	A
SHOX2	P	A	A	A	A	A	A	A	A	A
SHPK	A	A	P	A	A	A	A	A	P	P
SHPRH	P	P	P	A	P	P	P	P	P	P
SHQ1	P	P	P	P	P	P	P	P	P	P
SHROOM1	P	A	A	A	P	P	A	A	A	A
SHROOM2	A	A	A	A	A	A	A	A	A	A
SHROOM3	A	A	A	A	A	A	A	P	P	P
SHROOM4	A	A	A	A	A	A	A	A	A	A
SI	A	A	A	A	A	A	A	A	A	A
SIAE	A	P	A	M	P	P	P	P	P	A
SIAH1	P	P	P	P	P	P	P	P	P	P
SIAH2	P	P	P	P	P	P	P	P	P	P
SIAH3	A	A	A	A	A	A	A	A	A	A
SIDT1	P	P	P	A	P	P	P	P	P	A
SIDT2	P	P	P	P	P	P	P	P	P	P
SIGIRR	P	P	P	P	P	P	P	P	P	P
SIGLEC1	A	A	M	A	P	P	P	A	A	A
SIGLEC10	P	P	A	P	P	P	P	P	P	P
SIGLEC11	A	M	M	A	A	A	A	A	A	A
SIGLEC15	P	P	P	A	P	A	P	P	A	A
SIGLEC16	A	A	A	A	A	A	A	A	A	A
SIGLEC17P	A	A	A	A	A	A	A	A	A	A
SIGLEC5	A	A	A	P	P	P	P	A	A	P
SIGLEC6	A	A	A	A	A	A	A	P	P	A
SIGLEC7	A	A	P	P	A	P	P	A	A	A
SIGLEC8	A	A	A	A	A	A	P	A	A	A
SIGLEC9	A	A	A	A	A	A	A	A	A	A
SIGLECL1	A	A	A	A	A	A	A	A	P	A
SIGMAR1	P	P	P	P	P	P	P	P	P	P
SIK1	P	P	P	P	P	P	P	P	P	P
SIK2	P	P	P	P	P	P	P	P	P	P
SIK3	P	P	P	P	P	P	P	P	P	P
SIKE1	P	P	P	P	P	P	P	P	P	P
SIL1	P	P	A	P	P	P	P	P	P	M
SIM1	A	A	M	A	A	A	A	P	A	A
SIM2	A	A	A	A	A	A	A	A	A	A
SIMC1	P	P	P	P	P	P	P	P	P	P
SIN3A	P	P	P	P	P	P	P	P	P	P
SIN3B	P	P	P	A	P	P	P	P	P	P
SIPA1	P	P	P	P	P	P	P	P	P	P
SIPA1L1	P	P	P	M	P	P	P	P	P	P
SIPA1L2	P	P	A	A	A	P	P	P	P	M
SIPA1L3	P	P	P	A	P	P	P	P	P	P
SIRPA	A	P	P	P	P	P	P	P	A	P
SIRPAP1	A	A	A	A	A	A	A	A	A	A
SIRPB1	A	P	A	P	P	P	P	P	A	P
SIRPB2	A	A	A	A	A	A	P	A	A	A
SIRPD	A	A	A	A	A	A	A	A	A	A
SIRPG	A	A	A	P	A	A	P	A	A	A
SIRT1	P	P	P	P	P	P	P	P	P	P
SIRT2	P	P	P	P	P	P	P	P	P	P
SIRT3	P	P	P	P	P	P	M	P	P	P
SIRT4	A	A	A	A	A	A	A	A	A	A
SIRT5	P	P	P	A	P	P	P	P	P	P
SIRT6	P	P	M	P	P	P	P	P	P	P
SIRT7	P	P	P	A	P	P	P	P	P	P
SIT1	P	P	P	A	P	P	A	P	P	P
SIVA1	P	P	P	P	P	P	P	P	P	P
SIX1	P	A	A	A	P	A	A	A	A	A
SIX2	P	A	A	A	A	A	A	A	A	A
SIX3	P	A	A	A	A	A	A	A	A	A
SIX3-AS1	A	A	A	A	A	A	A	A	A	A
SIX4	A	A	A	A	P	A	A	A	A	A
SIX5	A	A	A	A	A	A	A	A	A	A
SIX6	A	A	A	A	A	A	A	A	A	A
SKA1	P	P	P	A	P	P	P	A	P	A
SKA2	P	P	P	P	P	P	P	P	P	P
SKA3	P	A	P	A	P	P	A	A	P	P
SKAP1	P	P	A	P	P	P	P	A	A	A
SKAP2	P	P	P	P	P	P	P	P	P	P
SKI	P	P	P	P	P	P	P	P	P	P
SKIDA1	A	A	A	A	A	A	A	P	P	A
SKIL	P	P	P	P	P	P	P	P	P	P
SKIV2L	P	P	P	P	P	P	P	P	P	P
SKIV2L2	P	P	P	P	P	P	P	P	P	P
SKP1	P	P	P	P	P	P	P	P	P	P
SKP2	P	P	P	P	P	P	P	P	P	P
SLA	P	P	P	P	P	P	P	P	P	P
SLA2	P	P	A	A	P	P	P	P	P	A
SLAIN1	P	P	P	A	P	P	P	P	P	P
SLAIN2	P	P	P	P	P	P	P	P	P	P
SLAMF1	A	A	P	A	A	P	P	P	P	P
SLAMF6	P	P	P	A	P	P	A	P	P	P
SLAMF7	A	A	A	P	P	P	P	A	A	A
SLAMF8	A	A	A	A	A	A	A	A	A	A
SLAMF9	A	A	A	A	A	A	A	A	A	A
SLBP	P	P	P	P	P	P	P	P	P	P
SLC10A1	A	A	A	A	A	P	A	P	A	A
SLC10A2	A	M	A	M	A	A	A	A	A	A
SLC10A3	P	P	P	P	P	P	P	P	P	P
SLC10A4	A	A	A	A	A	A	A	A	A	A
SLC10A7	P	P	A	A	P	P	P	P	P	P
SLC11A1	M	P	A	P	P	P	P	P	A	P
SLC11A2	P	P	P	P	P	P	P	P	P	P
SLC12A1	A	A	A	A	A	A	A	A	A	P
SLC12A2	P	P	P	A	P	P	P	P	P	P
SLC12A3	A	A	A	A	A	A	A	A	A	A
SLC12A4	A	A	A	A	A	A	A	A	A	P
SLC12A5	A	A	A	A	A	A	A	A	A	A
SLC12A6	P	P	P	P	P	P	P	P	P	P
SLC12A7	A	P	P	P	P	P	P	P	P	P
SLC12A8	A	A	A	A	A	A	A	A	A	A
SLC12A9	P	P	P	P	P	P	P	P	P	P
SLC13A1	A	A	A	P	A	A	A	A	A	A
SLC13A2	A	A	A	A	A	A	A	A	A	A
SLC13A3	A	A	A	A	A	A	A	A	A	A
SLC13A4	A	A	A	A	A	A	A	A	A	A
SLC13A5	A	A	A	A	A	A	A	A	A	A
SLC14A1	A	P	A	P	A	A	P	P	A	P
SLC15A1	A	A	A	A	A	A	A	A	A	A
SLC15A2	M	P	P	P	P	P	P	P	P	P
SLC15A3	A	P	P	P	P	P	P	A	P	A
SLC15A4	P	P	P	P	P	P	P	P	P	P
SLC16A1	P	P	P	A	P	P	P	A	P	P
SLC16A10	A	P	A	P	P	P	A	A	A	A
SLC16A11	A	A	A	A	A	A	A	A	A	A
SLC16A14	P	P	A	A	P	P	P	A	A	P
SLC16A1-AS1	P	P	A	A	P	P	A	A	P	A
SLC16A2	A	A	A	A	A	A	A	P	P	A
SLC16A4	P	A	A	A	A	A	A	A	A	A
SLC16A5	A	M	A	A	A	P	P	P	P	P
SLC16A6	P	P	P	P	P	P	P	P	P	P
SLC16A7	P	P	P	P	P	P	P	P	P	P
SLC16A8	A	A	A	A	A	A	A	M	P	A
SLC16A9	A	A	A	A	A	A	A	A	A	A
SLC17A1	A	A	A	A	A	A	A	A	A	A
SLC17A2	A	A	A	A	A	A	A	A	A	A
SLC17A3	A	A	A	A	A	A	A	A	A	A
SLC17A4	A	P	A	A	A	A	A	M	A	A
SLC17A5	P	P	A	A	P	P	P	P	P	P
SLC17A6	A	A	A	A	A	A	A	A	A	A
SLC17A7	A	A	A	A	A	A	A	A	P	A
SLC17A8	A	A	A	A	A	A	A	A	A	A
SLC17A9	P	P	P	P	P	P	P	P	P	P
SLC18A1	A	A	A	A	A	A	A	A	A	A
SLC18A2	A	A	A	A	A	A	P	A	A	A
SLC18A3	A	A	A	A	A	A	A	A	A	A
SLC18B1	P	P	P	P	P	P	P	A	P	P
SLC19A1	A	A	A	A	A	A	A	A	A	A
SLC19A2	P	P	A	A	P	P	P	P	A	A
SLC19A3	A	A	A	A	A	A	A	P	A	A
SLC1A1	A	A	A	A	A	A	A	A	A	A
SLC1A2	A	A	A	M	P	A	A	A	A	A
SLC1A3	A	A	A	P	A	A	A	A	A	P
SLC1A4	P	P	P	P	P	P	P	P	P	P
SLC1A5	P	P	P	P	P	P	P	P	P	P
SLC1A6	A	A	A	A	A	A	A	A	A	A
SLC1A7	A	A	A	A	A	A	M	A	A	A
SLC20A1	P	P	P	P	P	P	P	P	P	P
SLC20A2	A	A	A	A	A	A	A	A	A	A
SLC22A1	A	A	A	A	A	A	A	A	A	A
SLC22A11	A	A	A	A	A	P	A	A	A	A
SLC22A12	A	A	A	A	A	A	A	A	A	A
SLC22A13	A	A	A	A	A	A	A	A	A	A
SLC22A14	A	P	A	A	P	A	A	P	P	P
SLC22A15	A	P	A	P	P	P	P	P	A	P
SLC22A16	A	P	A	A	A	A	P	P	P	P
SLC22A17	A	A	A	A	P	A	A	A	A	A
SLC22A18	A	P	A	P	M	P	P	P	P	P
SLC22A18AS	A	A	A	A	A	A	A	A	A	A
SLC22A2	A	A	A	A	A	A	A	A	A	A
SLC22A23	A	M	A	A	A	A	A	A	P	P
SLC22A24	P	A	A	A	A	A	A	A	A	A
SLC22A25	A	A	A	A	A	A	A	A	A	A
SLC22A3	P	P	M	P	A	P	P	P	P	P
SLC22A31	A	A	A	A	A	A	A	A	A	A
SLC22A4	A	M	A	P	P	A	P	A	A	P
SLC22A5	P	M	A	A	A	A	A	A	P	A
SLC22A6	A	A	A	A	A	A	A	A	A	A
SLC22A7	A	A	A	A	A	A	A	A	A	P
SLC22A8	A	A	A	A	A	A	A	A	A	A
SLC22A9	P	P	A	A	A	A	A	A	A	A
SLC23A1	A	P	A	A	P	P	A	P	P	P
SLC23A2	P	P	P	A	P	A	P	P	P	P
SLC23A3	A	A	A	P	M	P	A	A	P	A
SLC24A1	P	A	A	A	P	M	A	P	P	A
SLC24A2	A	A	A	A	A	A	A	A	A	A
SLC24A3	A	A	A	A	A	A	P	A	A	P
SLC24A4	A	P	A	P	M	P	P	P	A	M
SLC25A1	P	P	P	P	P	P	P	P	P	P
SLC25A10	A	A	P	A	P	P	A	A	A	A
SLC25A11	P	P	P	P	P	P	P	P	P	P
SLC25A12	P	P	P	A	P	P	P	P	P	P
SLC25A13	P	P	P	P	P	P	P	P	P	P
SLC25A14	P	P	A	A	P	P	P	P	P	P
SLC25A15	P	P	P	A	P	P	P	P	P	P
SLC25A16	P	P	P	P	P	P	P	P	P	P
SLC25A17	P	P	P	A	P	P	A	P	P	P
SLC25A18	A	A	A	A	A	A	A	A	P	A
SLC25A19	P	P	P	P	P	P	A	P	P	P
SLC25A2	A	A	A	A	A	A	A	A	A	A
SLC25A20	P	P	P	P	P	P	P	P	P	P
SLC25A21	A	A	A	A	A	A	P	M	A	A
SLC25A21-AS1	A	A	A	A	A	A	A	A	A	A
SLC25A22	P	P	P	P	P	P	A	P	P	P
SLC25A23	P	P	P	P	P	P	A	A	A	A
SLC25A24	P	P	P	M	P	P	P	P	P	P
SLC25A25	A	P	P	A	A	P	P	P	P	P
SLC25A26	P	P	P	P	P	P	P	P	P	P
SLC25A27	P	A	P	A	P	P	A	A	A	A
SLC25A28	P	P	P	P	P	P	P	P	P	P
SLC25A29	P	P	A	A	M	A	P	P	P	P
SLC25A3	P	P	P	P	P	P	P	P	P	P
SLC25A30	P	P	A	A	P	P	P	P	P	P
SLC25A31	A	P	A	A	A	A	A	A	A	A
SLC25A32	P	P	P	P	P	P	P	P	P	P
SLC25A33	P	P	P	P	P	P	P	P	P	P
SLC25A34	A	P	A	A	P	A	P	A	P	A
SLC25A35	A	P	A	A	P	P	P	P	P	P
SLC25A36	P	P	P	P	P	P	P	P	P	P
SLC25A37	P	P	P	P	P	P	P	P	P	P
SLC25A38	P	P	P	P	P	P	P	P	P	P
SLC25A39	P	P	P	P	P	P	P	P	P	P
SLC25A3P1	A	A	A	A	A	A	A	P	A	A
SLC25A4	P	P	P	A	P	P	A	A	P	A
SLC25A40	P	P	P	A	P	P	P	P	P	P
SLC25A41	A	A	A	A	A	A	A	A	A	A
SLC25A42	A	A	P	A	A	A	P	P	P	P
SLC25A43	P	P	A	A	P	P	P	P	P	P
SLC25A44	P	P	P	P	P	P	P	P	P	P
SLC25A45	P	P	A	A	P	P	P	P	P	A
SLC25A46	P	P	P	P	P	P	P	P	P	P
SLC25A47	A	A	A	A	A	A	A	A	A	A
SLC25A48	A	A	A	A	A	A	M	A	A	A
SLC25A5	P	P	P	P	P	P	P	P	P	P
SLC25A51	P	P	P	P	P	P	P	P	P	P
SLC25A53	A	A	P	A	A	A	A	A	P	A
SLC25A5-AS1	A	P	A	A	P	A	P	P	P	P
SLC25A6	P	P	P	P	P	P	P	P	P	P
SLC26A1	A	A	P	A	A	A	A	A	A	A
SLC26A10	A	A	A	A	A	A	A	A	A	A
SLC26A11	P	P	A	P	P	P	P	A	P	A
SLC26A2	P	P	P	A	P	P	P	P	P	P
SLC26A3	A	A	A	A	A	A	A	A	A	A
SLC26A4	P	A	P	A	A	A	P	A	A	A
SLC26A4-AS1	A	A	A	A	A	A	A	A	A	A
SLC26A6	P	P	A	A	P	M	P	P	P	P
SLC26A7	A	A	A	A	P	A	A	A	A	A
SLC26A8	A	A	A	P	A	A	P	A	A	A
SLC26A9	A	A	A	A	A	A	A	A	A	A
SLC27A1	P	P	A	A	A	P	A	P	P	P
SLC27A2	A	P	A	P	P	A	P	P	P	P
SLC27A3	P	P	P	P	P	P	P	P	P	P
SLC27A4	P	A	A	P	P	A	A	A	P	A
SLC27A5	P	P	A	A	P	P	A	A	A	P
SLC27A6	A	A	A	A	A	A	A	A	A	A
SLC28A1	A	A	A	A	A	A	A	A	A	A
SLC28A2	A	A	A	A	A	A	A	A	A	A
SLC28A3	A	A	A	A	P	A	P	A	A	A
SLC29A1	P	P	P	A	P	P	A	A	P	P
SLC29A2	P	P	P	A	P	A	A	A	A	A
SLC29A3	A	P	A	A	P	P	A	A	P	M
SLC29A4	A	A	A	A	A	A	A	A	A	A
SLC2A1	P	P	P	P	P	P	P	P	P	P
SLC2A10	A	A	A	A	A	A	A	A	A	A
SLC2A11	P	P	A	A	A	P	A	P	P	A
SLC2A12	A	A	A	A	A	A	A	A	A	A
SLC2A13	P	P	A	A	P	A	A	A	A	A
SLC2A14	P	P	A	P	P	P	P	P	P	P
SLC2A1-AS1	A	A	A	A	A	A	A	A	A	A
SLC2A2	A	A	A	A	A	A	A	A	A	A
SLC2A3	A	P	P	P	P	P	P	P	P	P
SLC2A4	A	A	A	A	M	A	A	A	A	A
SLC2A4RG	P	P	P	P	P	P	P	P	P	P
SLC2A5	P	P	P	P	P	P	P	P	P	P
SLC2A6	P	A	A	A	P	P	A	A	M	A
SLC2A8	P	P	A	A	P	P	P	A	P	A
SLC2A9	A	A	A	A	A	A	P	P	A	A
SLC30A1	P	P	P	P	P	P	P	P	P	P
SLC30A10	A	A	A	A	A	A	A	A	A	A
SLC30A2	A	A	A	A	A	A	A	A	A	A
SLC30A3	A	A	A	A	A	A	A	A	A	A
SLC30A4	P	P	A	A	A	P	P	A	A	A
SLC30A5	P	P	P	P	P	P	P	P	P	P
SLC30A6	P	A	P	P	P	P	P	P	P	P
SLC30A7	P	P	P	A	P	P	P	P	P	P
SLC30A8	A	M	A	A	P	P	A	P	P	A
SLC30A9	P	P	P	P	P	P	P	P	P	P
SLC31A1	P	A	P	P	P	P	P	P	P	P
SLC31A2	A	P	A	P	P	P	P	P	P	P
SLC32A1	A	A	P	A	A	A	A	A	A	A
SLC33A1	P	P	P	P	P	P	P	P	P	P
SLC34A1	A	A	A	M	A	A	A	A	P	A
SLC34A2	A	A	A	A	A	A	M	A	A	A
SLC34A3	A	A	A	A	A	A	A	M	A	A
SLC35A1	P	P	P	P	P	P	P	P	P	P
SLC35A2	P	P	P	P	P	P	P	P	P	P
SLC35A3	P	P	P	P	P	P	P	P	P	P
SLC35A4	P	P	P	P	P	P	P	P	P	P
SLC35A5	P	P	P	A	P	P	P	P	P	P
SLC35B1	P	P	P	P	P	P	P	P	P	P
SLC35B3	P	P	P	P	P	P	P	P	P	P
SLC35B4	P	P	P	P	P	P	P	P	P	P
SLC35C1	A	A	A	A	P	P	A	A	P	A
SLC35C2	P	P	P	P	P	P	P	P	P	P
SLC35D1	P	P	P	P	P	P	P	P	P	P
SLC35D2	A	A	A	P	P	A	P	P	P	P
SLC35D3	A	A	A	A	A	A	A	A	A	A
SLC35E1	P	P	P	P	P	P	P	P	P	P
SLC35E2	P	P	P	P	P	P	P	P	P	P
SLC35E3	P	P	P	A	P	P	P	P	P	P
SLC35F1	A	A	A	A	A	A	A	A	A	A
SLC35F2	P	P	P	P	P	P	P	P	P	P
SLC35F3	A	A	A	A	A	A	A	A	A	A
SLC35F4	A	A	A	A	A	A	A	A	A	A
SLC35F5	P	P	P	P	P	P	P	P	P	P
SLC35F6	P	P	P	P	P	P	P	P	P	P
SLC35G1	A	P	P	A	P	P	P	P	A	P
SLC35G2	A	A	A	A	P	A	A	A	P	A
SLC35G3	A	A	A	A	P	A	A	A	P	A
SLC36A1	A	A	A	A	A	P	P	A	P	A
SLC36A4	P	P	A	A	P	P	P	P	P	P
SLC37A1	P	P	P	P	P	P	P	P	P	P
SLC37A2	A	A	A	A	A	A	A	A	A	A
SLC37A3	A	P	A	A	P	P	P	A	A	A
SLC37A4	P	P	P	M	P	P	A	A	P	A
SLC38A1	P	P	P	P	P	P	P	P	P	P
SLC38A10	P	P	P	P	P	P	P	P	P	P
SLC38A11	A	P	A	A	A	A	A	A	A	A
SLC38A2	P	P	P	P	P	P	P	P	P	P
SLC38A3	A	A	A	A	A	A	A	A	A	A
SLC38A4	A	A	A	A	P	A	A	A	A	A
SLC38A5	P	P	P	A	P	P	A	M	P	P
SLC38A6	P	P	A	A	P	P	P	P	P	P
SLC38A7	P	P	A	P	P	P	P	P	P	P
SLC38A9	P	P	P	A	P	P	P	P	P	P
SLC39A1	P	M	P	A	A	P	A	A	A	A
SLC39A10	P	P	P	A	P	P	P	P	P	P
SLC39A11	P	P	P	P	P	P	P	P	P	P
SLC39A12	A	A	A	A	A	A	A	A	P	A
SLC39A13	P	P	P	A	P	P	P	P	P	P
SLC39A14	P	P	P	A	P	P	P	A	P	P
SLC39A2	A	A	A	A	A	A	A	A	A	A
SLC39A3	P	A	P	P	P	P	P	P	P	P
SLC39A4	P	P	P	P	P	P	P	P	P	P
SLC39A5	A	A	A	A	A	P	A	A	A	A
SLC39A6	P	P	P	P	P	P	P	P	P	P
SLC39A7	P	P	P	A	P	P	P	P	P	P
SLC39A8	P	P	P	P	P	P	P	P	P	P
SLC39A9	P	P	P	P	P	P	P	P	P	P
SLC3A1	P	P	A	A	A	A	P	A	P	A
SLC3A2	P	P	P	P	P	P	P	P	P	P
SLC40A1	P	P	P	P	P	P	P	P	P	P
SLC41A1	P	P	A	A	A	A	A	A	P	A
SLC41A2	P	A	A	A	A	P	A	A	A	A
SLC41A3	P	P	P	A	P	P	P	P	P	P
SLC43A1	P	P	P	M	P	P	P	P	P	P
SLC43A2	A	P	P	P	P	P	P	P	P	P
SLC43A3	P	P	P	P	P	P	P	P	P	P
SLC44A1	P	P	P	P	P	P	P	P	P	P
SLC44A2	P	P	P	P	P	P	P	P	P	P
SLC44A3	A	A	A	A	A	A	A	A	A	A
SLC44A4	A	A	A	A	A	A	A	A	A	A
SLC44A5	A	P	A	P	A	A	A	P	P	A
SLC45A1	A	A	A	A	A	P	A	A	A	A
SLC45A2	A	A	A	A	A	A	A	A	A	A
SLC45A3	M	A	P	A	A	A	A	A	A	A
SLC45A4	P	A	A	A	P	A	P	P	P	P
SLC46A1	P	A	A	P	P	A	A	M	P	A
SLC46A2	A	A	P	A	A	A	A	A	A	A
SLC46A3	P	P	A	P	P	P	P	P	P	P
SLC47A1	A	A	A	A	A	A	P	A	A	A
SLC47A2	A	A	A	A	A	A	A	A	A	A
SLC48A1	P	A	P	P	A	P	P	P	P	A
SLC4A1	P	P	P	P	P	A	P	P	A	P
SLC4A10	A	A	A	A	A	A	A	A	A	A
SLC4A11	A	A	A	A	P	A	A	A	A	A
SLC4A1AP	P	P	P	P	P	P	P	P	P	P
SLC4A2	P	A	P	A	P	P	A	P	P	P
SLC4A3	A	A	A	A	A	A	A	A	A	A
SLC4A4	A	P	A	A	A	A	P	P	A	A
SLC4A5	A	P	A	P	M	A	P	A	P	P
SLC4A7	P	P	P	A	P	P	P	P	P	P
SLC4A8	A	P	A	A	A	A	A	P	P	P
SLC4A9	A	A	A	A	A	A	A	A	A	A
SLC50A1	P	P	P	A	P	P	P	P	P	P
SLC51A	A	A	A	A	A	A	A	A	A	A
SLC51B	A	A	A	A	A	A	A	A	A	A
SLC52A1	A	A	A	A	A	A	A	A	A	A
SLC52A2	P	P	P	P	P	P	P	P	P	P
SLC52A3	A	P	A	P	A	P	P	P	A	A
SLC5A1	P	A	A	A	A	A	A	A	A	A
SLC5A10	A	A	A	A	A	A	A	A	A	A
SLC5A11	A	A	A	A	A	A	A	A	A	A
SLC5A12	A	A	A	A	A	A	A	A	A	A
SLC5A2	A	A	A	A	A	A	A	A	A	A
SLC5A3	P	P	P	A	P	P	P	P	P	P
SLC5A4	A	A	A	A	A	A	A	A	A	A
SLC5A5	A	P	A	A	A	P	A	P	P	A
SLC5A6	P	A	P	A	P	P	A	P	P	A
SLC5A7	A	A	A	A	A	A	A	A	A	A
SLC5A8	A	A	A	A	A	A	A	A	A	A
SLC5A9	A	A	A	A	A	A	A	A	A	A
SLC6A1	A	A	A	A	A	A	A	A	A	A
