Sample1	Sample2	Sample3	Sample4	Sample5
TET1	2.3239	2.5355	1.4448	0.7922	1.852
TET2	1.2269	1.6769	0.1794	1.1364	1.6181
TET2-AS1	0	0	0	0	0
TET3	3.0167	3.2195	2.5668	3.236	3.0209
TEX10	3.2338	3.5085	3.1204	3.1301	3.8379
TEX101	0	0	0	0	0
TEX11	0	0	0	0	0
TEX12	0	0	0	0	0
TEX13A	0	0	0	0	0
TEX13B	0	0	0	0	0
TEX14	0	1.9882	0.7013	2.9311	0.6488
TEX15	0	0	0	0	0
TEX19	0	0	0	0	0
TEX2	1.5842	2.1994	1.7825	2.2354	1.9582
TEX22	0	0	0	0	0
TEX26	0	0	0	0	0
TEX261	3.0266	3.2079	3.8249	2.6743	2.1819
TEX264	3.0467	2.2048	2.5455	1.4236	1.6663
TEX26-AS1	0	0	0	0	0
TEX28	0	0	0	0	0
TEX28P1	0	0	0	0	0
TEX28P2	0	0	0	0	0
TEX29	0	0.2261	0	3.3741	2.9431
TEX30	4.8975	1.8109	2.9577	1.3285	1.7944
TEX33	0	0	0	0	0
TEX35	0	0	0	0	0
TEX36	0	0	0	0	0
TEX37	0	0	0	0	0
TEX38	0	0	0	0	0
TEX40	0	0	0	0	0
TEX41	0	0	0	0	0
TEX9	0	0.431	0	0	0.5658
TF	0	0	0	0	0
TFAM	3.5114	3.7534	3.5366	2.9999	3.5843
TFAP2A	0	0	0	0	0
TFAP2A-AS1	0	0	0	0	2.2609
TFAP2B	0	0	0	0	0
TFAP2C	0	0	1.3263	0.5426	0
TFAP2D	0	0	0	0	0
TFAP2E	0.2868	1.2902	0	0	0.5555
TFAP4	0.7993	1.2083	1.6431	0	0.6522
TFB1M	1.4573	1.5661	1.3765	0.3508	2.5121
TFB2M	2.497	2.8331	2.6467	3.0455	3.2582
TFCP2	2.543	2.3579	2.8868	1.362	2.8829
TFCP2L1	0	0	0	0	0
TFDP1	4.353	4.8024	4.9198	3.8371	4.6263
TFDP2	6.7714	6.6666	6.3151	5.242	5.824
TFDP3	0	0	0	0	0
TFE3	3.0992	2.7667	2.7588	3.537	2.3282
TFEB	0.3986	0.0623	0.2773	0	0
TFEC	0	0	0	0	0
TFF1	0	0	0	0	0
TFF2	0	0	0	0	0
TFF3	0	0	0	0	0
TFG	4.1186	4.1623	3.3194	3.7798	4.0109
TFIP11	3.3774	3.7269	3.2668	4.1682	4.0626
TFPI	1.5794	0.4319	0	0	0.5229
TFPI2	0	0	0	0	0
TFPT	3.9722	3.2706	4.5888	4.0254	3.8229
TFR2	0	0	0	0	0
TFRC	5.096	6.0119	3.7486	4.4663	6.7395
TG	0	0	0	0	0
TGDS	2.7966	2.2205	2.0413	0.6534	1.0473
TGFA	0	0	0	0	0
TGFA-IT1	0	0	0	0	0
TGFB1	3.0291	4.2928	4.4136	4.6542	1.6264
TGFB1I1	0	0	0	0	0
TGFB2	0	0	0	0	0
TGFB3	0.0447	0	0.1181	0.3673	0
TGFBI	0.1984	1.0323	0.1416	0	0
TGFBR1	2.4513	0.8129	0	0	3.2694
TGFBR2	3.4527	2.51	2.5614	3.0871	3.5401
TGFBR3	0	0	0	0	0
TGFBR3L	0	0	0	0	0
TGFBRAP1	3.0617	3.2766	3.0403	3.9418	3.5938
TGIF1	2.1388	0	1.5368	1.2852	0
TGIF2	3.2162	3.1248	3.0624	3.0223	3.2177
TGIF2-C20orf24	0	0	0	0	0
TGIF2LX	0	0	0	0	0
TGIF2LY	0	0	0	0	0
TGM1	0	0	0	0	0
TGM2	0	0	0	0	0
TGM3	0	0	0	0	0
TGM4	0	0	0	0	0
TGM5	0	0	0	0	0
TGM6	0	0	0	0	0
TGM7	0	0	0	0	0
TGOLN2	4.793	5.2104	4.3418	4.1844	5.0089
TGS1	3.0981	4.5997	3.3412	3.5222	3.8171
TH	0	0	0	0	0
THADA	2.5578	2.3486	2.1788	1.0439	2.8866
THAP1	2.9175	2.9725	3.2516	3.2212	3.9255
THAP10	0	0	0	0	0
THAP11	4.7152	4.4578	5.0125	5.8538	2.732
THAP2	0.1986	0.7102	0.7715	0.981	1.7936
THAP3	2.4049	2.163	2.4535	2.5043	1.4136
THAP4	4.0231	3.6933	4.2746	4.63	3.0555
THAP5	2.3218	1.9954	1.5633	0.5135	2.7895
THAP6	1.052	0.5441	0.6333	0	1.4592
THAP7	3.129	2.5696	2.8923	2.6693	2.3235
THAP7-AS1	0.4209	0	0	0	0.3937
THAP8	0.4994	0	2.206	0	0
THAP9	1.45	1.3092	1.0098	0.4215	2.0139
THAP9-AS1	3.3629	3.9526	2.7522	3.7453	4.4486
THBD	0	1.3186	0	0.9293	0
THBS1	0	0	0	0	0.3554
THBS2	0	0	0	0	0
THBS3	2.6888	1.2832	2.196	1.7333	1.8141
THBS4	0	0	0	0	0
THEG	0	0	0	0	0
THEGL	0	0	0	0	0
THEM4	0	0	0.4821	0	0
THEM5	0	0	0	0	0
THEM6	3.6722	2.8604	3.2701	1.7853	2.2165
THEMIS	1.3902	3.6585	3.7849	1.6948	0
THEMIS2	2.1466	2.1535	2.3072	0.4373	0.2525
THG1L	1.3942	1.3209	0.7043	0.8849	0.9001
THNSL1	0.5138	0	0.1962	0	0.525
THNSL2	0	0	0	0	0
THOC1	2.5528	4.2311	2.7725	2.761	4.1429
THOC2	3.3058	4.0617	3.5019	3.7089	4.138
THOC3	3.083	2.8203	3.1972	2.1208	2.4676
THOC5	3.0722	3.5593	3.3169	2.2187	2.4713
THOC6	3.3343	3.819	4.2596	2.7571	2.8259
THOC7	4.3467	4.3468	4.5563	3.3368	3.6043
THOC7-AS1	0	0	0	0	0
THOP1	3.3303	3.2018	3.9262	2.8925	2.5499
THPO	0	0	0	0	0
THRA	2.7034	1.8675	1.2108	0.1994	0
THRAP3	5.74	5.6279	5.7628	4.9905	5.8205
THRB	0	0	0	0	0
THRB-AS1	0	0	0	0	0
THRB-IT1	0	0	0	0	0
THRSP	0	0	0	0	0
THSD1	1.308	1.8831	0	0.83	2.1974
THSD4	0	0	0	0	0
THSD7A	0	0	0	0	0
THSD7B	0	0	0	0	0
THTPA	0.4619	0	0.1427	0	0
THUMPD1	3.5849	4.0557	2.7864	3.5828	4.2196
THUMPD2	2.7341	3.4857	2.5389	2.2139	3.6444
THUMPD3	3.078	3.2725	2.1864	2.1867	2.8392
THY1	0	0	0	0	0
THYN1	4.6196	4.1521	4.6727	2.6806	3.3666
TIA1	4.2636	4.3449	3.9009	2.9618	4.7441
TIAF1	0.532	0.7929	0.2205	0	1.8881
TIAL1	4.3716	5.349	4.5082	4.679	5.1128
TIAM1	1.7347	2.3533	1.7707	0.98	2.4641
TIAM2	0	0	0	0	0.4849
TICAM1	0.8078	0.9692	1.1072	1.5328	0
TICAM2	0	0	0	0	0
TICRR	0.978	2.184	1.3243	0	1.7603
TIE1	0	0.5357	0	0	0
TIFA	3.1078	3.9522	3.6247	2.9746	3.1903
TIFAB	0	0	0	0	0
TIGD1	3.2229	1.8627	2.1234	1.4097	2.7233
TIGD2	1.6948	1.4222	0.4632	0	0
TIGD3	0	0.3243	0	0.6029	1.2096
TIGD4	0	0	0	0	0
TIGD5	2.2154	0.5222	1.716	1.0083	0
TIGD6	0	0	0	0	0
TIGD7	0	0	0	0	0
TIGIT	0	0	0	0	0
TIMD4	0	0	0	0	0
TIMELESS	3.8996	4.6921	4.2934	3.3882	3.6947
TIMM10	3.887	3.032	4.2464	3.729	3.0379
TIMM10B	4.0847	3.8487	3.4915	3.4955	3.978
TIMM13	5.0118	3.7465	5.0244	3.4945	3.581
TIMM17A	3.1953	3.5223	3.0718	3.5245	2.9358
TIMM17B	3.4226	3.3507	3.8253	1.6032	2.1746
TIMM21	1.4616	1.4317	1.2786	0	1.579
TIMM22	2.5402	2.4222	2.5021	3.0743	0.9742
TIMM23	3.9368	4.8561	4.642	4.6841	4.273
TIMM23B	4.143	4.8246	3.8225	3.9387	4.2174
TIMM44	2.0875	3.4219	3.176	3.4649	2.4763
TIMM50	2.631	3.1931	3.2053	3.3225	1.8675
TIMM8A	1.1342	1.7505	1.7303	0.7889	1.5323
TIMM8B	3.6051	2.9188	5.058	1.9553	1.5454
TIMM9	3.7743	3.5102	3.5717	3.2116	2.5657
TIMMDC1	2.6381	2.4988	3.7285	1.8266	2.4855
TIMP1	3.0829	3.5466	2.7586	2.1225	2.9472
TIMP2	4.9819	4.2481	5.111	4.6566	4.5316
TIMP3	0	0.6134	0	0.2164	0
TIMP4	0	0	0	0	0
TINAG	0	0	0	0	0
TINAGL1	0	0	0	0	1.0873
TINCR	0	0	0	0	0.3565
TINF2	4.7568	3.688	5.2507	3.8499	3.9469
TIPARP	2.7153	4.0287	3.3232	3.5391	3.057
TIPARP-AS1	1.3371	0	0.5324	0	0
TIPIN	1.7016	3.0625	2.3665	1.1784	2.7058
TIPRL	4.6916	4.5744	4.8355	4.0426	4.2299
TIRAP	0	0	0	0	0.3149
TJAP1	2.3192	1.9539	2.7587	1.5277	1.9347
TJP1	0	0	0	0	0
TJP2	4.1722	2.8056	2.9412	0.2341	3.0713
TJP3	0	0	0	0	0
TK1	4.9984	4.9628	4.6084	3.6098	3.9654
TK2	2.495	1.0856	1.7157	0.3182	0.973
TKT	4.6292	5.6699	6.1361	6.4369	4.7582
TKTL1	0	0	0	0	0
TKTL2	0	0	0	0	0
TLCD1	0	0	0	0.4037	0
TLCD2	0	0	0	0	0
TLDC1	0.7032	0	0	0	0
TLDC2	0	0	0	0	0
TLE1	1.5182	0.4978	2.2287	1.9404	2.0574
TLE2	0	0	0	0	1.3643
TLE3	3.5218	4.572	3.5931	3.6441	3.7047
TLE4	4.6675	2.6327	4.277	4.5758	2.0436
TLE6	0	0	0	0	0
TLK1	2.7603	4.0241	2.6668	3.3168	2.9015
TLK2	3.3098	4.2468	2.8039	3.961	4.4871
TLL1	0	0	0	0	0
TLL2	0	0	0	0	0
TLN1	4.7985	5.3408	6.0131	4.7982	5.2172
TLN2	0	0.7212	0	0	0.5546
TLR1	2.5489	0	0	0	0
TLR10	0	0	0	0	0
TLR2	0	0.1069	0	0	1.8412
TLR3	0	0	0	0	0
TLR4	0	0	0	0	0
TLR5	0	0	0	0	0.2162
TLR6	0	0	0	0	0
TLR7	0	0	0	0	0
TLR8	1.8196	0	0	0	0
TLR8-AS1	0	0	0	0	0
TLR9	1.6764	1.4271	0.086	0.4962	0.1829
TLX1	0	5.3789	0	0	0
TLX1NB	0	0	0	0	0
TLX2	0.4017	0.732	0	0	0
TLX3	0	0	0	0	4.725
TM2D1	1.7449	1.9256	1.9204	0.7871	0.9143
TM2D2	1.4809	0.8513	1.2228	0.7728	1.2756
TM2D3	2.0837	2.771	2.0652	2.8167	2.3254
TM4SF1	0	0	0	0	0
TM4SF18	0	0	0	0	0
TM4SF19	0	0	0	0	0
TM4SF19-AS1	0	0	0	0	0
TM4SF1-AS1	0	0	0	0	0
TM4SF2	0	0	0	0	0
TM4SF20	0	0	0	0	0
TM4SF4	0	0	0	0	0
TM4SF5	0	0	0	0	0
TM6SF1	0	0	0	0	0
TM6SF2	0	0	0	0	0
TM7SF2	1.4165	1.7485	1.8373	2.1858	1.3643
TM7SF3	4.8708	5.5608	5.0753	4.2751	4.1992
TM9SF1	2.3335	1.5481	2.3515	2.0459	1.756
TM9SF2	4.682	4.7422	4.3791	4.3087	4.6829
TM9SF3	4.4668	4.0753	3.8462	4.102	5.1179
TM9SF4	3.3081	5.5278	3.029	3.2313	2.8884
TMA16	2.4064	1.2556	2.7334	0.4412	1.9026
TMA7	6.9242	6.7133	7.5736	7.0273	5.6331
TMBIM1	1.3111	1.686	4.2398	2.977	0.7117
TMBIM4	3.2498	2.4033	2.8451	0.5985	2.0887
TMBIM6	6.0043	6.0613	6.1423	6.2462	5.4344
TMC1	0	0	0	0	0
TMC2	0	0	0	0	0
TMC3	0	0	0	0	0
TMC4	0	0	0	0	0
TMC5	0	0	0	0	0
TMC6	3.4943	3.2973	3.5663	1.8302	3.0434
TMC7	0	0	0	0	0
TMC8	5.1427	4.8598	4.3788	3.6452	5.4815
TMCC1	2.2336	2.1075	1.8011	1.3299	2.3584
TMCC1-AS1	0	0	0	0	0
TMCC2	1.614	0	1.4385	0	0
TMCC3	0	0	0	0	0
TMCO1	3.9487	3.7485	4.1579	2.6237	3.4616
TMCO2	0	0	0	0	0.7181
TMCO3	2.2351	2.8338	3.1598	3.1224	2.2959
TMCO4	3.1962	0.6224	1.6172	0.5676	1.3697
TMCO5A	0	0	0	0	0
TMCO6	1.2339	1.8335	2.3309	0.1864	1.3163
TMED1	3.5256	2.456	2.7427	2.4485	1.5533
TMED10	5.712	4.8945	5.3903	5.342	5.0648
TMED2	5.3461	5.4137	5.544	6.4846	4.864
TMED3	4.2141	3.0426	4.3005	3.9143	2.3583
TMED4	4.8925	4.837	4.7849	4.8118	4.1798
TMED5	2.6808	3.3212	2.7802	3.1266	3.8731
TMED6	0	0	0	0	0
TMED7	4.7158	4.0922	3.5145	4.9651	3.9129
TMED7-TICAM2	0	0	0	0	0
TMED8	2.3001	3.259	3.5047	1.8762	3.6234
TMED9	4.5154	3.9843	4.3757	4.4528	2.9147
TMEFF1	0	0	0	0	0
TMEFF2	0	0	0	0	0
TMEM100	0	0	0	0	0
TMEM101	2.3534	1.667	2.8393	2.8517	1.3873
TMEM102	1.5579	0.0313	1.3365	1.4514	0
TMEM104	1.916	1.3542	1.2968	1.4709	1.7537
TMEM105	0	0	0	0	0
TMEM106A	2.8154	2.4116	1.6581	0.5685	2.197
TMEM106B	1.8008	0	1.1447	1.0576	0
TMEM106C	3.3872	4.6346	4.5218	2.9919	3.7465
TMEM107	7.0083	6.919	6.7881	6.526	2.8952
TMEM108	0	0	0	0	0
TMEM109	4.5372	5.0706	5.0164	4.0289	4.1024
TMEM11	2.541	3.3578	2.1131	2.992	1.5641
TMEM110	0	0	0	0	0
TMEM110-MUSTN1	0	0	0	0	0
TMEM114	0	0	0	0	0
TMEM115	3.5126	3.3855	3.059	4.3672	2.5443
TMEM116	0.8311	0	0.4785	0	0
TMEM117	0	0	0	0	0
TMEM119	0	0	0	0	0
TMEM120B	1.6142	1.119	1.7443	0.6294	1.3194
TMEM121	0	0	0	0	0
TMEM123	6.3027	6.1242	5.533	5.9079	6.3305
TMEM125	0	0	0	0	0
TMEM126A	3.4286	3.4079	3.9163	3.0068	3.0668
TMEM126B	2.2622	2.1949	3.3679	0.818	1.887
TMEM127	3.1252	3.3114	2.8841	4.5927	1.8957
TMEM128	3.7523	2.3645	2.952	2.2913	2.2579
TMEM129	2.7024	2.506	3.1377	1.616	1.8386
TMEM130	0	0	0	0	0
TMEM131	2.0121	2.8413	1.8929	2.1789	2.8674
TMEM132A	0	0	0	0	0
TMEM132B	0	0	0	0	0
TMEM132C	0	0	0	0	0
TMEM132D	0	0	3.5181	1.9247	0
TMEM132E	0	0	0	0	0
TMEM133	0	0.6561	0	0	1.4162
TMEM134	1.561	1.0731	2.4055	1.3697	0.5735
TMEM135	2.4314	2.5331	2.0961	1.9572	3.0176
TMEM136	0	0	0	0	0
TMEM138	1.9922	2.231	1.8116	1.6276	1.8455
TMEM139	0	0	0	0	0
TMEM140	2.5437	1.7459	0.8267	0	1.6233
TMEM141	2.5713	2.4478	1.7704	1.6932	0.7925
TMEM143	1.2975	1.6003	0.7183	0.4389	0.7678
TMEM144	0	0	0	0	0
TMEM145	0	0	0	0	0
TMEM147	3.4124	3.3392	4.1504	3.8335	2.6561
TMEM14A	2.8221	2.6198	4.1856	1.7887	2.7386
TMEM14B	3.4417	2.8539	4.1086	2.7928	1.967
TMEM14C	5.0321	5.1364	5.9442	3.9863	4.0466
TMEM14E	0	0	0	0	0
TMEM150A	0	0	0	0	0
TMEM150B	0	0	0	0	0
TMEM150C	0	0	0	0	0
TMEM151A	0	0	0	0	0
TMEM151B	0	0	0	0	0
TMEM154	1.5706	1.0396	0	0	1.9983
TMEM155	0	0	0	0	0
TMEM156	2.1883	0.5163	0	0	1.9333
TMEM158	0	0	0	0	0
TMEM159	2.9574	3.1147	3.6517	4.0763	2.6311
TMEM160	4.1244	3.0514	4.3882	3.1243	2.2054
TMEM161A	1.9182	1.8247	2.1555	1.0411	1.4408
TMEM161B	1.9414	2.5109	1.1464	0.3967	2.5831
TMEM161B-AS1	2.1069	0.8832	0.3498	0	1.5024
TMEM163	0	0	0	0	0
TMEM164	3.7687	3.1548	3.0687	1.8842	3.3797
TMEM165	2.3093	2.9884	3.9418	2.6155	3.2559
TMEM167A	4.1941	3.8138	3.8275	3.1656	4.3613
TMEM167B	3.8737	3.1497	2.6395	3.7594	3.0634
TMEM168	0.7569	0.8199	0.849	0	1.3377
TMEM169	0	0	0	0	0
TMEM17	0	0	0	0	0
TMEM170A	2.9502	2.9316	2.6004	3.5317	3.2047
TMEM170B	0.063	2.1066	1.3186	1.723	3.3852
TMEM171	0	0	0	0	0
TMEM173	5.1929	3.8029	3.7004	1.3909	3.5329
TMEM174	0	0	0	0	0
TMEM175	1.3982	1.9382	1.5372	1.0841	1.678
TMEM176A	0	0	0	0	0
TMEM176B	0.3178	1.5181	1.6214	0	0
TMEM177	1.1167	0	0.6339	0	0
TMEM178A	0	0	0	0	0
TMEM178B	0	0	0	0	0
TMEM179	0	0	0	0	0
TMEM179B	4.1748	2.2349	4.1744	1.9909	1.9341
TMEM18	2.7389	3.0288	3.1503	1.5753	3.2802
TMEM180	0.2721	0	0.2719	0	0.2263
TMEM181	2.4921	2.4656	2.508	1.99	2.0056
TMEM182	0	0	0	0	0
TMEM183A	4.5564	5.2096	5.2006	5.8206	4.94
TMEM184A	0	0	0	0	0
TMEM184B	1.9947	1.8514	1.9171	2.565	1.2092
TMEM184C	1.7998	1.8899	1.845	1.005	2.3476
TMEM185A	1.4783	1.3307	1.8055	1.9095	0.711
TMEM185B	3.3193	1.8044	2.7845	1.2878	2.1225
TMEM186	1.803	0.6839	1.2705	0	0.3976
TMEM187	1.2907	0.5442	1.0847	0.7978	1.3851
TMEM189	3.4064	3.9218	3.312	3.6409	2.2698
TMEM189-UBE2V1	0	0	0	0	0
TMEM19	1.3608	0.9224	2.2037	0.96	1.8277
TMEM190	0	0	0	0	0
TMEM191A	0	0	0	0	0
TMEM191C	0	0	0	0	0
TMEM192	0.3855	0	0	0	0
TMEM194A	2.7122	3.5608	2.3254	0.7471	3.4972
TMEM194B	1.7011	1.7739	1.8155	0.0369	1.8963
TMEM196	0	0	0	0	0
TMEM198	0	0	0	0	0
TMEM199	2.5175	1.5275	1.8264	1.1191	0.7209
TMEM2	0.1623	1.7666	1.0072	2.1851	2.2256
TMEM200A	0	0	0	0	0
TMEM200B	0	0	0	0	0
TMEM200C	0	0	0	0	0
TMEM201	1.5842	2.9868	1.9735	2.5413	2.0514
TMEM202	0	0	0	0	0
TMEM203	4.5385	2.7266	3.6749	3.6881	2.2981
TMEM204	0.6301	0	0	0	0
TMEM205	3.9555	2.7937	3.4714	2.2145	2.0722
TMEM206	3.2199	3.2961	3.4062	3.5943	3.0418
TMEM207	0	0	0	0	0
TMEM208	3.1746	2.5198	3.2065	2.3228	2.1486
TMEM209	3.5604	3.0966	2.9566	1.4823	2.402
TMEM210	0	0	0	0	0
TMEM211	0	0	0	0	0
TMEM212	0	0	0	0	0
TMEM212-AS1	0	0	0	0	0
TMEM212-IT1	0	0	0	0	0
TMEM213	0	0	0	0	0
TMEM214	1.8643	1.8998	2.4826	0.6532	1.402
TMEM215	0	0	0	0	0
TMEM216	0.3806	0.3602	0.2807	0	0.3202
TMEM217	2.1207	1.1957	0	0	1.2392
TMEM218	0.8631	0.6289	1.5311	0	0.5516
TMEM219	4.4549	3.282	4.4589	3.9289	3.3698
TMEM220	0	0	0	0	0
TMEM221	0	0	0	0	0
TMEM222	2.5961	2.7063	2.9331	2.9937	2.0317
TMEM223	1.8491	2.2159	2.9015	2.1199	1.5379
TMEM225	0	0	0	0	0
TMEM229A	0	0	0	0	0
TMEM229B	0.7379	0	0.2654	0	0
TMEM230	5.7728	5.2349	5.4366	4.2916	4.8464
TMEM231	0	0	0	0	0
TMEM232	0	0	0	0	0
TMEM233	0	0	0	0	0
TMEM234	1.1778	0.3947	0.8494	0	0.6586
TMEM235	0	0	0	0	0
TMEM236	0	0	0	0	0
TMEM237	1.7766	2.184	1.9704	0.4454	1.9005
TMEM238	0	1.0435	0.511	0.2848	0
TMEM239	0	0	0	0	0
TMEM240	0	0	0	0	0
TMEM241	1.4707	0	0.2947	0	0
TMEM242	1.1199	1.4784	0.727	0.3516	1.2416
TMEM243	3.4783	3.3508	3.1032	3.1941	3.9896
TMEM244	0	0	0	0	0
TMEM245	3.8618	3.7628	2.9881	3.8845	3.8304
TMEM246	0	0	0	0	0
TMEM247	0	0	0	0	0
TMEM248	4.8317	4.1532	4.2682	3.4855	3.591
TMEM249	0	0	0	0	0
TMEM25	1.1495	1.7011	0	0.52	1.6083
TMEM251	0.9558	0	2.0121	0	0.761
TMEM252	0	0	0	0	0
TMEM253	0	0	0	0	0
TMEM254	2.5475	1.4094	1.3674	0.22	0.4785
TMEM254-AS1	0	0	0	0	0.6717
TMEM255A	0	0	0	0	0
TMEM255B	0	0	0	0	0
TMEM256	3.8322	2.4291	3.1665	3.418	2.0354
TMEM256-PLSCR3	0	0	0	0	0
TMEM257	0	0	0	0	0
TMEM258	4.0719	3.5113	4.3507	3.5178	3.0354
TMEM259	4.4697	4.6126	4.9535	4.6007	4.9331
TMEM26	2.5391	0	0.5764	0	0.7068
TMEM260	1.6526	0.7395	0.9449	0	1.2432
TMEM261	3.5576	4.3061	4.6269	1.9464	3.142
TMEM27	0	0	0	0	0
TMEM30A	4.0154	3.7168	3.2877	2.8945	4.5654
TMEM30B	0	0	0	0	0
TMEM30C	0	0	0	0	0
TMEM31	0	0	0	0	0
TMEM33	3.3099	3.133	2.714	2.7977	3.2051
TMEM35	0	0	0	0	0
TMEM37	0	0	0	0	0
TMEM38A	0	0	0	0	0
TMEM38B	2.4107	1.0175	2.0074	0.4036	1.6596
TMEM39A	2.6103	2.8336	2.3336	3.3119	2.7835
TMEM39B	2.6644	3.4085	3.1079	3.0612	3.224
TMEM40	0	0	0	0	0
TMEM41A	1.8056	3.5756	1.484	2.2149	1.5521
TMEM41B	2.3798	3.4534	2.3275	1.9819	3.3587
TMEM42	3.3287	1.5099	2.8231	0.3595	1.8632
TMEM43	3.9673	3.0241	4.3338	3.4745	3.5029
TMEM44	1.2092	2.7217	2.2659	1.5188	2.2197
TMEM44-AS1	3.2301	1.1037	2.6173	1.4198	0.9085
TMEM45A	0	0.2003	0	0	0.1174
TMEM45B	0	0	0	0	0
TMEM47	0	0	0	0	0
TMEM5	1.1217	1.1106	1.4228	0.2603	0
TMEM50A	4.4295	4.081	4.3577	4.7477	3.5325
TMEM50B	1.8955	1.722	1.6559	1.484	2.6376
TMEM51	0	0	0	0	0
TMEM51-AS1	0	0	0	0	0
TMEM52	0	0	0	0	0
TMEM52B	0	0	0	0	0
TMEM53	0.6149	0	0	0	0
TMEM54	0	0	0	0	0
TMEM55A	2.7682	1.3552	1.0982	0	1.9089
TMEM55B	3.4868	2.8933	2.6109	2.6844	3.5096
TMEM56	0	0.0731	0	0	0
TMEM57	3.8401	4.0018	3.8779	4.7361	4.5496
TMEM59	5.0606	4.3122	4.4452	4.5349	3.6594
TMEM59L	0	0	0	0	0
TMEM5-AS1	0	0	0	0	0
TMEM60	2.6963	1.1806	2.3103	0.9543	1.7229
TMEM61	0	0	0	0	0
TMEM62	1.4129	0	0	0	0
TMEM63A	3.4185	3.5561	3.6811	2.0378	3.3239
TMEM63B	1.1301	0.7993	1.335	0.551	0.1759
TMEM63C	0	0	0	0	0
TMEM64	1.925	0	0	0	0
TMEM65	3.1668	2.2108	2.3684	0.3767	3.6947
TMEM66	6.5133	6.1557	5.8998	7.0521	6.7968
TMEM67	1.1121	0	0	0	0.3754
TMEM68	1.0892	1.5946	0.8387	0.6303	1.3652
TMEM69	4.1169	3.0711	3.5023	2.9597	2.5168
TMEM70	2.6602	2.696	2.7957	2.8551	2.2378
TMEM71	3.7016	2.4192	3.6901	2.7794	3.2352
TMEM72	0.2156	1.9598	0	0	0
TMEM72-AS1	0	0	0	0	0
TMEM74	0	0	0	0	0
TMEM74B	0	0	0	0	0
TMEM78	0	0	0	0	0
TMEM79	0.4721	0	1.2073	0	0.642
TMEM80	1.7257	1.4369	1.5046	0	1.3526
TMEM81	0	0.9551	0.7351	1.089	0.1268
TMEM82	0	0	0	0	0
TMEM86A	0.7621	0	0	0	0
TMEM86B	1.3424	2.8421	1.9015	2.1395	2.4223
TMEM87A	4.0968	3.6296	3.1598	4.0397	4.1258
TMEM87B	1.8717	2.5497	2.1075	1.5912	2.6138
TMEM88	0	0	0	1.2812	0.169
TMEM88B	0	0	0	0	0
TMEM89	0	0	0	0	0
TMEM8A	2.1921	1.9179	3.6352	2.5473	2.4279
TMEM8B	0	0.2539	0.5384	0.0496	0
TMEM8C	0	0	0	0	0
TMEM9	3.2787	2.2687	2.9176	1.6401	1.3792
TMEM91	0.5824	0.3444	0.3756	0	0
TMEM92	0	0	0	0	0
TMEM95	0	0	0	0	0
TMEM97	2.3821	1.3617	2.5643	1.9626	2.1956
TMEM98	0	0	1.6425	0	0
TMEM99	0	0	0.453	0	0
TMEM9B	3.0712	2.4749	2.353	3.0569	1.7023
TMEM9B-AS1	3.2455	2.1961	1.7736	2.0497	2.0098
TMF1	3.1482	3.8584	2.6489	3.0275	4.1105
TMIE	0	0	0	0	0
TMIGD1	0	0	0	0	0
TMIGD2	4.1958	3.3159	5.6564	4.245	3.057
TMLHE	2.0784	2.0593	1.9889	0.8228	2.4536
TMLHE-AS1	0	0	0	0	0
TMOD1	0	0	0	0	0
TMOD2	2.558	1.4058	2.1355	1.1095	2.7872
TMOD3	2.9816	3.8703	2.8686	2.6258	3.9194
TMOD4	0	0	0	0	0
TMPO	5.8789	6.702	6.2227	4.8015	6.0331
TMPO-AS1	2.8302	3.0733	2.7321	1.8348	2.3213
TMPPE	0.9645	1.3246	0.9546	1.0106	1.4623
TMPRSS11A	0	0	0	0	0
TMPRSS11B	0	0	0	0	0
TMPRSS11D	0	0	0	0	0
TMPRSS11E	0	0	0	0	0
TMPRSS11F	0	0	0	0	0
TMPRSS12	0	0	0	0	0
TMPRSS13	0	0	0	0	0
TMPRSS15	0	0	0	0	0
TMPRSS2	0	0	0	0	0
TMPRSS3	0	0.4006	0	0	0
TMPRSS4	0	0	0	0	0
TMPRSS4-AS1	0	0	0	0	0
TMPRSS5	0	0	0	0	0
TMPRSS6	0	0	0	0	0
TMPRSS7	0	0	0	0	0
TMPRSS9	0	0	0	0.3778	0.3494
TMSB10	10.8334	9.45	12.0272	9.8557	9.7046
TMSB15A	0	3.1267	6.8258	4.059	4.0373
TMSB15B	0.9592	1.7659	1.9747	1.0335	1.8019
TMSB4X	10.5962	8.8984	10.6404	9.2665	8.8909
TMSB4Y	0	1.4292	2.5123	1.985	2.5594
TMTC1	0	0	0	0	0
TMTC2	0	0.1965	0	0	0
TMTC3	0.562	1.0003	0.3008	0	1.2066
TMTC4	1.1118	2.3449	2.1294	1.3642	1.8115
TMUB1	3.1101	2.7465	3.6102	3.3322	2.5249
TMUB2	3.6112	2.6708	3.2556	2.5283	2.8068
TMX1	3.9065	4.6229	4.6907	3.5012	4.7163
TMX2	4.1068	4.8451	4.3894	4.0549	3.0529
TMX2-CTNND1	0	0	0	0	0
TMX3	2.7955	3.533	2.8132	2.4327	3.8831
TMX4	3.6379	2.8281	1.675	2.0538	2.4606
TNC	0	0	0	0	0
TNF	2.1292	5.5485	6.8544	6.6756	5.0255
TNFAIP1	3.0044	2.4972	2.6633	2.9934	2.4186
