GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous	GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous	GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous	GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous	GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous	GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous	GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous	GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous	GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous	GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous
TACSTD2	0.8346025	0.8346025	0.09435	0.09435	0.8346025	0.09435	0.31805	0.8346025	0.09435	0.53961
TADA1	0.5003625	0.5003625	0.5077875	0.5077875	0.5003625	0.5077875	0.55992	0.5003625	0.5077875	0.52466
TADA2A	0.3239	0.3239	0.38876	0.38876	0.3239	0.38876	0.361555	0.3239	0.38876	0.33207
TADA2B	0.68595	0.68595	0.658275	0.658275	0.68595	0.658275	0.637525	0.68595	0.658275	0.59323
TADA3	0.7197425	0.7197425	0.751705	0.751705	0.7197425	0.751705	0.73226	0.7197425	0.751705	0.72297
TAF1	0.63113	0.63113	0.642525	0.642525	0.63113	0.642525	0.6748	0.63113	0.642525	0.608545
TAF10	0.4120675	0.4120675	0.45617	0.45617	0.4120675	0.45617	0.35907	0.4120675	0.45617	0.46991
TAF11	0.47206	0.47206	0.371665	0.371665	0.47206	0.371665	0.39208	0.47206	0.371665	0.41799
TAF12	0.458315	0.458315	0.42107	0.42107	0.458315	0.42107	0.44621	0.458315	0.42107	0.40397
TAF13	0.09059	0.09059	0.2768375	0.2768375	0.09059	0.2768375	0.23267	0.09059	0.2768375	0.23696
TAF15	0.783015	0.783015	0.78946	0.78946	0.783015	0.78946	0.78884	0.783015	0.78946	0.75128
TAF1A	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.27086	0.09059	0.09435	0.22805
TAF1B	0.2543025	0.2543025	0.26857	0.26857	0.2543025	0.26857	0.264645	0.2543025	0.26857	0.25262
TAF1C	0.88325	0.88325	0.830565	0.830565	0.88325	0.830565	0.8075975	0.88325	0.830565	0.81266
TAF1D	0.8536025	0.8536025	0.77494	0.77494	0.8536025	0.77494	0.746705	0.8536025	0.77494	0.75512
TAF2	0.70677	0.70677	0.68625	0.68625	0.70677	0.68625	0.72346	0.70677	0.68625	0.69223
TAF3	0.542285	0.542285	0.56889	0.56889	0.542285	0.56889	0.60508	0.542285	0.56889	0.47968
TAF4	0.301475	0.301475	0.33241	0.33241	0.301475	0.33241	0.347235	0.301475	0.33241	0.295235
TAF4B	0.3161925	0.3161925	0.32663	0.32663	0.3161925	0.32663	0.295315	0.3161925	0.32663	0.259385
TAF5	0.337995	0.337995	0.30489	0.30489	0.337995	0.30489	0.310215	0.337995	0.30489	0.278665
TAF5L	0.54859	0.54859	0.53196	0.53196	0.54859	0.53196	0.55668	0.54859	0.53196	0.59787
TAF6	0.50365	0.50365	0.5522925	0.5522925	0.50365	0.5522925	0.57834	0.50365	0.5522925	0.471595
TAF6L	0.35645	0.35645	0.51882	0.51882	0.35645	0.51882	0.38041	0.35645	0.51882	0.41799
TAF7	0.85869	0.85869	0.85408	0.85408	0.85869	0.85408	0.898375	0.85869	0.85408	0.81958
TAF7L	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TAF8	0.88325	0.88325	0.91772	0.91772	0.88325	0.91772	0.88572	0.88325	0.91772	0.84487
TAF9B	0.42606	0.42606	0.38744	0.38744	0.42606	0.38744	0.44478	0.42606	0.38744	0.35668
TAGAP	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.27128
TAGLN	0.8677	0.8677	0.7622	0.7622	0.8677	0.7622	0.94733	0.8677	0.7622	0.87215
TAGLN2	0.90242	0.90242	0.93967	0.93967	0.90242	0.93967	0.94361	0.90242	0.93967	0.93859
TAGLN3	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TAL1	0.510075	0.510075	0.402585	0.402585	0.510075	0.402585	0.40181	0.510075	0.402585	0.27372
TAL2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TALDO1	0.512945	0.512945	0.76922	0.76922	0.512945	0.76922	0.55347	0.512945	0.76922	0.66232
TAMM41	0.23908	0.23908	0.09435	0.09435	0.23908	0.09435	0.25313	0.23908	0.09435	0.088555
TANC1	0.87071	0.87071	0.737775	0.737775	0.87071	0.737775	0.757485	0.87071	0.737775	0.72176
TANC2	0.46516	0.46516	0.3934	0.3934	0.46516	0.3934	0.32229	0.46516	0.3934	0.3774175
TANGO2	0.38303	0.38303	0.3996525	0.3996525	0.38303	0.3996525	0.3288225	0.38303	0.3996525	0.368685
TANGO6	0.37041	0.37041	0.511655	0.511655	0.37041	0.511655	0.52271	0.37041	0.511655	0.41523
TANK	0.83271	0.83271	0.825155	0.825155	0.83271	0.825155	0.78884	0.83271	0.825155	0.830815
TAOK1	0.738125	0.738125	0.701945	0.701945	0.738125	0.701945	0.703475	0.738125	0.701945	0.718525
TAOK2	0.88966	0.88966	0.88068	0.88068	0.88966	0.88068	0.90035	0.88966	0.88068	0.86378
TAOK3	0.54534	0.54534	0.52882	0.52882	0.54534	0.52882	0.52497	0.54534	0.52882	0.49684
TAP1	0.691485	0.691485	0.662465	0.662465	0.691485	0.662465	0.651295	0.691485	0.662465	0.72866
TAP2	0.61405	0.61405	0.68264	0.68264	0.61405	0.68264	0.71449	0.61405	0.68264	0.731695
TAPBP	0.93762	0.93762	0.950675	0.950675	0.93762	0.950675	0.95517	0.93762	0.950675	0.976425
TAPBPL	0.33345	0.33345	0.36167	0.36167	0.33345	0.36167	0.3904	0.33345	0.36167	0.42406
TAPT1	0.529975	0.529975	0.49619	0.49619	0.529975	0.49619	0.528945	0.529975	0.49619	0.44704
TAPT1-AS1	0.09059	0.09059	0.2460875	0.2460875	0.09059	0.2460875	0.28961	0.09059	0.2460875	0.088555
TARBP1	0.75215	0.75215	0.73509	0.73509	0.75215	0.73509	0.7917	0.75215	0.73509	0.8001
TARBP2	0.41876	0.41876	0.5167	0.5167	0.41876	0.5167	0.44026	0.41876	0.5167	0.46813
TARDBP	0.95187	0.95187	0.9487275	0.9487275	0.95187	0.9487275	0.949805	0.95187	0.9487275	0.9489
TARS	0.78852	0.78852	0.85921	0.85921	0.78852	0.85921	0.83086	0.78852	0.85921	0.793725
TARSL2	0.85151	0.85151	0.73358	0.73358	0.85151	0.73358	0.7354425	0.85151	0.73358	0.70107
TAS1R1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TAS1R2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TAS2R1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TAS2R10	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TAS2R13	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TAS2R14	0.30972	0.30972	0.30309	0.30309	0.30972	0.30309	0.29971	0.30972	0.30309	0.344005
TAS2R16	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TAS2R19	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TAS2R3	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TAS2R38	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TAS2R39	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TAS2R4	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TAS2R40	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TAS2R41	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TAS2R5	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TAS2R50	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TAS2R7	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TAS2R8	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TAS2R9	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TASP1	0.67943	0.67943	0.53674	0.53674	0.67943	0.53674	0.627685	0.67943	0.53674	0.521
TAT	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TATDN1	0.352645	0.352645	0.28912	0.28912	0.352645	0.28912	0.321165	0.352645	0.28912	0.266535
TATDN2	0.6033325	0.6033325	0.5893625	0.5893625	0.6033325	0.5893625	0.567315	0.6033325	0.5893625	0.54356
TATDN3	0.35509	0.35509	0.33241	0.33241	0.35509	0.33241	0.31527	0.35509	0.33241	0.31356
TAX1BP1	0.72388	0.72388	0.68625	0.68625	0.72388	0.68625	0.71264	0.72388	0.68625	0.67951
TAZ	0.53287	0.53287	0.5492	0.5492	0.53287	0.5492	0.512025	0.53287	0.5492	0.578915
TBATA	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TBC1D1	0.453355	0.453355	0.4515	0.4515	0.453355	0.4515	0.58569	0.453355	0.4515	0.57543
TBC1D10A	0.59189	0.59189	0.58599	0.58599	0.59189	0.58599	0.57653	0.59189	0.58599	0.528945
TBC1D10B	0.75789	0.75789	0.75339	0.75339	0.75789	0.75339	0.729635	0.75789	0.75339	0.766
TBC1D10C	0.28997	0.28997	0.09435	0.09435	0.28997	0.09435	0.08815	0.28997	0.09435	0.48342
TBC1D12	0.433595	0.433595	0.4780175	0.4780175	0.433595	0.4780175	0.52497	0.433595	0.4780175	0.42406
TBC1D13	0.8157125	0.8157125	0.86923	0.86923	0.8157125	0.86923	0.86305	0.8157125	0.86923	0.82695
TBC1D14	0.407185	0.407185	0.5492	0.5492	0.407185	0.5492	0.40689	0.407185	0.5492	0.323305
TBC1D15	0.82804	0.82804	0.76489	0.76489	0.82804	0.76489	0.75451	0.82804	0.76489	0.73358
TBC1D16	0.8157125	0.8157125	0.89604	0.89604	0.8157125	0.89604	0.69189	0.8157125	0.89604	0.7399
TBC1D17	0.56316	0.56316	0.6158	0.6158	0.56316	0.6158	0.61361	0.56316	0.6158	0.54999
TBC1D19	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.27194	0.09059	0.09435	0.088555
TBC1D2	0.47762	0.47762	0.49619	0.49619	0.47762	0.49619	0.35907	0.47762	0.49619	0.6543525
TBC1D20	0.82209	0.82209	0.780325	0.780325	0.82209	0.780325	0.77505	0.82209	0.780325	0.7523625
TBC1D21	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TBC1D22A	0.4907775	0.4907775	0.441805	0.441805	0.4907775	0.441805	0.38408	0.4907775	0.441805	0.47968
TBC1D22B	0.36134	0.36134	0.339035	0.339035	0.36134	0.339035	0.34252	0.36134	0.339035	0.35031
TBC1D23	0.5021075	0.5021075	0.42254	0.42254	0.5021075	0.42254	0.42905	0.5021075	0.42254	0.425805
TBC1D24	0.28498	0.28498	0.33241	0.33241	0.28498	0.33241	0.27335	0.28498	0.33241	0.2995825
TBC1D25	0.41546	0.41546	0.38744	0.38744	0.41546	0.38744	0.374335	0.41546	0.38744	0.34642
TBC1D28	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TBC1D29	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TBC1D2B	0.8462	0.8462	0.78275	0.78275	0.8462	0.78275	0.80964	0.8462	0.78275	0.823825
TBC1D30	0.29298	0.29298	0.406635	0.406635	0.29298	0.406635	0.3563	0.29298	0.406635	0.4407875
TBC1D31	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.242045
TBC1D32	0.695515	0.695515	0.4656825	0.4656825	0.695515	0.4656825	0.74827	0.695515	0.4656825	0.73358
TBC1D4	0.72388	0.72388	0.780325	0.780325	0.72388	0.780325	0.804975	0.72388	0.780325	0.8103
TBC1D5	0.84778	0.84778	0.87372	0.87372	0.84778	0.87372	0.908975	0.84778	0.87372	0.82987
TBC1D7	0.3239	0.3239	0.30152	0.30152	0.3239	0.30152	0.31219	0.3239	0.30152	0.36475
TBC1D8	0.87482	0.87482	0.43788	0.43788	0.87482	0.43788	0.37559	0.87482	0.43788	0.639165
TBC1D8B	0.09059	0.09059	0.3505475	0.3505475	0.09059	0.3505475	0.40689	0.09059	0.3505475	0.28869
TBC1D9	0.436735	0.436735	0.4979525	0.4979525	0.436735	0.4979525	0.47915	0.436735	0.4979525	0.54999
TBC1D9B	0.7563875	0.7563875	0.80458	0.80458	0.7563875	0.80458	0.75922	0.7563875	0.80458	0.8001
TBCA	0.65117	0.65117	0.6842325	0.6842325	0.65117	0.6842325	0.70667	0.65117	0.6842325	0.658555
TBCB	0.606685	0.606685	0.69793	0.69793	0.606685	0.69793	0.724785	0.606685	0.69793	0.69026
TBCC	0.3239	0.3239	0.31349	0.31349	0.3239	0.31349	0.28007	0.3239	0.31349	0.25446
TBCCD1	0.24777	0.24777	0.09435	0.09435	0.24777	0.09435	0.24494	0.24777	0.09435	0.22567
TBCD	0.97708	0.97708	0.98019	0.98019	0.97708	0.98019	0.97971	0.97708	0.98019	0.97458
TBCE	0.55451	0.55451	0.5796475	0.5796475	0.55451	0.5796475	0.606685	0.55451	0.5796475	0.560405
TBCEL	0.51813	0.51813	0.436455	0.436455	0.51813	0.436455	0.493165	0.51813	0.436455	0.392365
TBCK	0.30972	0.30972	0.40113	0.40113	0.30972	0.40113	0.44026	0.30972	0.40113	0.31356
TBK1	0.75789	0.75789	0.701945	0.701945	0.75789	0.701945	0.73389	0.75789	0.701945	0.699535
TBKBP1	0.5557	0.5557	0.53847	0.53847	0.5557	0.53847	0.46761	0.5557	0.53847	0.556235
TBL1X	0.70183	0.70183	0.65696	0.65696	0.70183	0.65696	0.7445625	0.70183	0.65696	0.63744
TBL1XR1	0.62318	0.62318	0.642525	0.642525	0.62318	0.642525	0.67988	0.62318	0.642525	0.64416
TBL1Y	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TBL2	0.66653	0.66653	0.5953775	0.5953775	0.66653	0.5953775	0.57082	0.66653	0.5953775	0.60518
TBL3	0.82082	0.82082	0.819985	0.819985	0.82082	0.819985	0.81089	0.82082	0.819985	0.787335
TBP	0.46841	0.46841	0.423685	0.423685	0.46841	0.423685	0.40363	0.46841	0.423685	0.41084
TBPL1	0.23795	0.23795	0.257175	0.257175	0.23795	0.257175	0.2680025	0.23795	0.257175	0.2316125
TBR1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TBRG1	0.85267	0.85267	0.7622	0.7622	0.85267	0.7622	0.79931	0.85267	0.7622	0.82173
TBRG4	0.7269	0.7269	0.766265	0.766265	0.7269	0.766265	0.7112275	0.7269	0.766265	0.68526
TBX1	0.70021	0.70021	0.369155	0.369155	0.70021	0.369155	0.34252	0.70021	0.369155	0.27372
TBX10	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TBX15	0.72113	0.72113	0.751705	0.751705	0.72113	0.751705	0.676645	0.72113	0.751705	0.6311725
TBX18	0.54983	0.54983	0.5796475	0.5796475	0.54983	0.5796475	0.7445625	0.54983	0.5796475	0.580855
TBX19	0.31084	0.31084	0.25909	0.25909	0.31084	0.25909	0.320085	0.31084	0.25909	0.34912
TBX2	0.62449	0.62449	0.80458	0.80458	0.62449	0.80458	0.89904	0.62449	0.80458	0.77165
TBX20	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TBX21	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TBX22	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TBX3	0.43185	0.43185	0.473425	0.473425	0.43185	0.473425	0.34852	0.43185	0.473425	0.36475
TBX4	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TBX5	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TBX5-AS1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TBX6	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TBXA2R	0.240205	0.240205	0.2708175	0.2708175	0.240205	0.2708175	0.52076	0.240205	0.2708175	0.44216
TBXAS1	0.461995	0.461995	0.81112	0.81112	0.461995	0.81112	0.55992	0.461995	0.81112	0.857045
TC2N	0.8493	0.8493	0.721975	0.721975	0.8493	0.721975	0.705095	0.8493	0.721975	0.54999
TCAIM	0.800235	0.800235	0.88623	0.88623	0.800235	0.88623	0.90515	0.800235	0.88623	0.88835
TCAP	0.3354075	0.3354075	0.09435	0.09435	0.3354075	0.09435	0.423135	0.3354075	0.09435	0.088555
TCEA1	0.90048	0.90048	0.89718	0.89718	0.90048	0.89718	0.923315	0.90048	0.89718	0.88369
TCEA2	0.86366	0.86366	0.82624	0.82624	0.86366	0.82624	0.87071	0.86366	0.82624	0.830815
TCEA3	0.731615	0.731615	0.557795	0.557795	0.731615	0.557795	0.83267	0.731615	0.557795	0.777325
TCEAL1	0.831575	0.831575	0.78161	0.78161	0.831575	0.78161	0.83699	0.831575	0.78161	0.7523625
TCEAL2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TCEAL3	0.604855	0.604855	0.459485	0.459485	0.604855	0.459485	0.5007775	0.604855	0.459485	0.47293
TCEAL4	0.97198	0.97198	0.94671	0.94671	0.97198	0.94671	0.96425	0.97198	0.94671	0.94473
TCEAL7	0.24974	0.24974	0.24968	0.24968	0.24974	0.24968	0.412195	0.24974	0.24968	0.27128
TCEAL8	0.70999	0.70999	0.6842325	0.6842325	0.70999	0.6842325	0.81352	0.70999	0.6842325	0.7523625
TCEANC	0.29298	0.29298	0.302245	0.302245	0.29298	0.302245	0.3677725	0.29298	0.302245	0.24568
TCEANC2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.2283	0.09059	0.09435	0.088555
TCEB1	0.4811125	0.4811125	0.50623	0.50623	0.4811125	0.50623	0.4695	0.4811125	0.50623	0.501855
TCEB2	0.55719	0.55719	0.6173025	0.6173025	0.55719	0.6173025	0.56191	0.55719	0.6173025	0.62016
TCEB3	0.855535	0.855535	0.86184	0.86184	0.855535	0.86184	0.8075975	0.855535	0.86184	0.798905
TCEB3B	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TCERG1	0.86454	0.86454	0.8231	0.8231	0.86454	0.8231	0.81089	0.86454	0.8231	0.834665
TCERG1L	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TCF12	0.6756	0.6756	0.7033	0.7033	0.6756	0.7033	0.746705	0.6756	0.7033	0.6778275
TCF15	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TCF19	0.2351825	0.2351825	0.09435	0.09435	0.2351825	0.09435	0.295315	0.2351825	0.09435	0.255805
TCF20	0.57334	0.57334	0.57829	0.57829	0.57334	0.57829	0.6033325	0.57334	0.57829	0.560405
TCF21	0.29298	0.29298	0.35486	0.35486	0.29298	0.35486	0.804975	0.29298	0.35486	0.52466
TCF24	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TCF25	0.80396	0.80396	0.7606725	0.7606725	0.80396	0.7606725	0.7627	0.80396	0.7606725	0.789185
TCF3	0.7563875	0.7563875	0.70779	0.70779	0.7563875	0.70779	0.74945	0.7563875	0.70779	0.74433
TCF4	0.67741	0.67741	0.7156625	0.7156625	0.67741	0.7156625	0.8362	0.67741	0.7156625	0.73502
TCF7	0.2521775	0.2521775	0.09435	0.09435	0.2521775	0.09435	0.08815	0.2521775	0.09435	0.3427
TCF7L1	0.885235	0.885235	0.82115	0.82115	0.885235	0.82115	0.90771	0.885235	0.82115	0.866245
TCF7L2	0.488805	0.488805	0.49619	0.49619	0.488805	0.49619	0.5745875	0.488805	0.49619	0.52271
TCFL5	0.66286	0.66286	0.46287	0.46287	0.66286	0.46287	0.54859	0.66286	0.46287	0.521
TCHH	0.319235	0.319235	0.09435	0.09435	0.319235	0.09435	0.08815	0.319235	0.09435	0.23397
TCHP	0.37041	0.37041	0.41447	0.41447	0.37041	0.41447	0.420295	0.37041	0.41447	0.36606
TCIRG1	0.79406	0.79406	0.81249	0.81249	0.79406	0.81249	0.7193075	0.79406	0.81249	0.90094
TCL1A	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TCL1B	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TCL6	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TCN1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TCN2	0.44535	0.44535	0.63317	0.63317	0.44535	0.63317	0.45866	0.44535	0.63317	0.587015
TCOF1	0.74142	0.74142	0.780325	0.780325	0.74142	0.780325	0.75073	0.74142	0.780325	0.708575
TCP10	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TCP10L	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TCP11	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TCP11L1	0.65117	0.65117	0.593115	0.593115	0.65117	0.593115	0.66088	0.65117	0.593115	0.652575
TCP11L2	0.73568	0.73568	0.63659	0.63659	0.73568	0.63659	0.7354425	0.73568	0.63659	0.56987
TCTA	0.473685	0.473685	0.60094	0.60094	0.473685	0.60094	0.651295	0.473685	0.60094	0.547705
TCTE1	0.252945	0.252945	0.09435	0.09435	0.252945	0.09435	0.08815	0.252945	0.09435	0.088555
TCTE3	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TCTEX1D1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TCTEX1D2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TCTN1	0.3891925	0.3891925	0.40498	0.40498	0.3891925	0.40498	0.40689	0.3891925	0.40498	0.37472
TCTN2	0.433595	0.433595	0.29455	0.29455	0.433595	0.29455	0.5100025	0.433595	0.29455	0.50732
TCTN3	0.52311	0.52311	0.50423	0.50423	0.52311	0.50423	0.49916	0.52311	0.50423	0.432255
TDG	0.34113	0.34113	0.35486	0.35486	0.34113	0.35486	0.320085	0.34113	0.35486	0.33425
TDO2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TDP1	0.30052	0.30052	0.24482	0.24482	0.30052	0.24482	0.264645	0.30052	0.24482	0.28702
TDP2	0.56634	0.56634	0.53847	0.53847	0.56634	0.53847	0.55668	0.56634	0.53847	0.656505
TDRD1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TDRD10	0.470165	0.470165	0.58266	0.58266	0.470165	0.58266	0.5944	0.470165	0.58266	0.511125
TDRD12	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TDRD3	0.261275	0.261275	0.269335	0.269335	0.261275	0.269335	0.27593	0.261275	0.269335	0.30143
TDRD5	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TDRD6	0.26272	0.26272	0.2460875	0.2460875	0.26272	0.2460875	0.229925	0.26272	0.2460875	0.30605
TDRD7	0.55451	0.55451	0.62581	0.62581	0.55451	0.62581	0.705095	0.55451	0.62581	0.601755
TDRD9	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TDRG1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TDRKH	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TDRP	0.287865	0.287865	0.307845	0.307845	0.287865	0.307845	0.338965	0.287865	0.307845	0.2483
TEAD1	0.79772	0.79772	0.78825	0.78825	0.79772	0.78825	0.776525	0.79772	0.78825	0.7377175
TEAD2	0.39057	0.39057	0.4656825	0.4656825	0.39057	0.4656825	0.447755	0.39057	0.4656825	0.35453
TEAD3	0.807545	0.807545	0.671765	0.671765	0.807545	0.671765	0.75922	0.807545	0.671765	0.63595
TEAD4	0.45213	0.45213	0.42254	0.42254	0.45213	0.42254	0.34852	0.45213	0.42254	0.310055
TEC	0.09059	0.09059	0.26097	0.26097	0.09059	0.26097	0.08815	0.09059	0.26097	0.2811225
TECPR1	0.66839	0.66839	0.7156625	0.7156625	0.66839	0.7156625	0.70165	0.66839	0.7156625	0.66682
TECPR2	0.512945	0.512945	0.5724	0.5724	0.512945	0.5724	0.55347	0.512945	0.5724	0.46382
TECR	0.62942	0.62942	0.7958775	0.7958775	0.62942	0.7958775	0.7354425	0.62942	0.7958775	0.7399
TECRL	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TECTA	0.24568	0.24568	0.09435	0.09435	0.24568	0.09435	0.08815	0.24568	0.09435	0.088555
TECTB	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TEDDM1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TEF	0.73974	0.73974	0.64821	0.64821	0.73974	0.64821	0.66597	0.73974	0.64821	0.511125
TEFM	0.3891925	0.3891925	0.4446725	0.4446725	0.3891925	0.4446725	0.5028	0.3891925	0.4446725	0.4565325
TEK	0.32795	0.32795	0.46129	0.46129	0.32795	0.46129	0.56904	0.32795	0.46129	0.381375
TEKT1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TEKT2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TEKT3	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TEKT5	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
TELO2	0.7563875	0.7563875	0.7096375	0.7096375	0.7563875	0.7096375	0.72811	0.7563875	0.7096375	0.7455925
