Sample1	Sample2	Sample3	Sample4	Sample5
RP11-1017G21.5	0.548325	0.328925	0.3870775	0.47816	0.5088
RP11-1024P17.1	0.11898	0.11846	0.12279	0.1376	0.349525
RP11-102C16.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-102L12.2	0.11898	0.4079	0.12279	0.39472	0.42055
RP11-102M11.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-1069G10.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-1072C15.4	0.11898	0.36263	0.12279	0.3669075	0.305525
RP11-1078H9.6	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-1081M5.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-108B14.5	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-108K3.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-108L7.15	0.364135	0.32088	0.34847	0.1376	0.37462
RP11-108P20.1	0.11898	0.11846	0.12279	0.1376	0.3854675
RP11-108P20.4	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-1094M14.11	0.81625	0.55825	0.77505	0.63175	0.58347
RP11-109D24.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-109D9.4	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-109E10.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-109E24.2	0.11898	0.11846	0.12279	0.1376	0.30191
RP11-109G23.3	0.37281	0.11846	0.12279	0.1376	0.313045
RP11-109M19.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-10K16.1	0.304855	0.330705	0.12279	0.1376	0.36176
RP11-1103G16.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-1109F11.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-1109F11.5	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-1109M24.16	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-1114A5.4	0.11898	0.325185	0.12279	0.1376	0.3251475
RP11-111J6.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-111K18.2	0.11898	0.11846	0.12279	0.1376	0.316145
RP11-111M22.3	0.73461	0.612195	0.77108	0.715615	0.54313
RP11-111M22.4	0.11898	0.3179	0.12279	0.1376	0.3255
RP11-112J3.16	0.31795	0.459365	0.3741	0.1376	0.42924
RP11-112L7.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-1137G4.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-114H24.6	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-1151B14.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-1152H14.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-116D17.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-116O18.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-118G23.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-118G23.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-1191J2.5	0.502555	0.60422	0.4241	0.1376	0.38894
RP11-119F7.5	0.355195	0.32919	0.12279	0.1376	0.37831
RP11-120K24.5	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-121C2.2	0.11898	0.37762	0.12279	0.1376	0.43871
RP11-123K19.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-1260E13.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-1275H24.2	0.62059	0.11846	0.391405	0.658555	0.11786
RP11-1277A3.1	0.3603	0.3122375	0.322795	0.430165	0.3100975
RP11-1277A3.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-127B20.2	0.326885	0.68619	0.38834	0.453475	0.57479
RP11-12M5.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-131L23.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-134G8.8	0.11898	0.4622875	0.12279	0.40227	0.11786
RP11-134L10.1	0.3837825	0.37762	0.12279	0.1376	0.38525
RP11-135A1.2	0.11898	0.11846	0.12279	0.1376	0.3447
RP11-138A9.1	0.11898	0.310715	0.12279	0.4765925	0.381375
RP11-138I17.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-138I18.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-13K12.5	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-140I16.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-141M1.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-143I21.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-143K11.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-151E14.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-152L20.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-153K16.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-155O18.6	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-157B13.7	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-157E16.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-157P1.4	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-158G18.1	0.34373	0.56853	0.48922	0.46813	0.70378
RP11-161D15.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-161I6.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-164P12.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-164P12.4	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-166P13.4	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-16N11.2	0.37249	0.11846	0.349385	0.52939	0.11786
RP11-16P6.1	0.11898	0.412425	0.12279	0.1376	0.375305
RP11-171I2.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-171I2.4	0.11898	0.11846	0.12279	0.1376	0.492555
RP11-171N4.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-173B14.4	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-173M1.8	0.31795	0.69167	0.3897925	0.5675	0.439155
RP11-174G6.5	0.11898	0.3038775	0.12279	0.1376	0.316145
RP11-177N22.3	0.11898	0.350865	0.12279	0.3563	0.11786
RP11-179B15.6	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-17A4.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-180N14.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-182J23.1	0.11898	0.11846	0.12279	0.1376	0.32682
RP11-182L21.5	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-184E9.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-186F10.2	0.11898	0.11846	0.12279	0.1376	0.32812
RP11-18F14.4	0.11898	0.31743	0.12279	0.1376	0.11786
RP1-118J21.25	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-190A12.8	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-194N12.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-195M16.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-196G18.23	0.5488325	0.3234575	0.594235	0.62924	0.374765
RP11-199F11.2	0.61857	0.58335	0.596025	0.58129	0.51634
RP11-1C8.6	0.11898	0.11846	0.12279	0.1376	0.32244
RP11-1E4.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-1L12.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-201A3.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-203B7.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-203B7.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-209D14.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-210M15.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-212P7.2	0.5089975	0.3563	0.4348775	0.4307575	0.3691125
RP11-214K3.19	0.493795	0.3038775	0.38019	0.503475	0.65142
RP11-214K3.20	0.43086	0.11846	0.3691125	0.3563	0.60019
RP11-214N1.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-214N9.1	0.464385	0.45079	0.45727	0.483795	0.32682
RP11-215E13.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-215H22.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-217B1.2	0.79415	0.794845	0.68769	0.93803	0.86673
RP11-217B7.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-218C14.8	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-218F4.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-218I7.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-219B4.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-21L23.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-220I1.5	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-222K16.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-225H22.4	0.11898	0.11846	0.12279	0.1376	0.3284075
RP11-226L15.5	0.11898	0.11846	0.12279	0.1376	0.313045
RP11-227D13.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-231C18.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-231E19.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-235E17.4	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-245J9.5	0.320795	0.384435	0.335215	0.1376	0.326535
RP11-247L20.4	0.35936	0.11846	0.12279	0.1376	0.11786
RP11-248J18.2	0.11898	0.11846	0.12279	0.1376	0.35486
RP11-248J18.3	0.365935	0.360475	0.12279	0.1376	0.630875
RP11-24D15.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-24P14.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-250B2.3	0.11898	0.11846	0.12279	0.1376	0.35602
RP11-250B2.6	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-251G23.5	0.11898	0.336515	0.12279	0.1376	0.11786
RP11-254F7.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-255C15.3	0.11898	0.39756	0.12279	0.1376	0.35179
RP11-255C15.4	0.11898	0.3959575	0.35755	0.4191	0.45004
RP11-255P5.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-257I14.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-258C19.7	0.355365	0.36633	0.399785	0.1376	0.4979525
RP11-25I15.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-263K19.4	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-263K4.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-266A24.1	0.53728	0.11846	0.12279	0.37264	0.11786
RP11-272D12.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-274B18.4	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-274H2.5	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-279O17.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-284F21.8	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-285A1.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-285E9.5	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-285F7.2	0.715615	0.652495	0.63534	0.52271	0.62587
RP11-285G1.14	0.3954575	0.11846	0.374535	0.1376	0.314115
RP11-285J16.1	0.11898	0.11846	0.12279	0.1376	0.30191
RP11-286E11.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-288H12.4	0.11898	0.6037	0.12279	0.52643	0.493795
RP11-288L9.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-28F1.2	0.425965	0.4795475	0.12279	0.36203	0.610325
RP11-292D4.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-295G20.2	0.11898	0.11846	0.12279	0.1376	0.31356
RP11-295M18.6	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-295P9.12	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-297L17.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-298D21.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-298H24.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-29H23.4	0.32742	0.312865	0.34847	0.1376	0.361465
RP11-29P20.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-2E11.9	0.11898	0.11846	0.44838	0.1376	0.11786
RP11-300A12.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-301O19.1	0.49354	0.43157	0.469965	0.588365	0.40989
RP11-303E16.7	0.403765	0.11846	0.32682	0.4087775	0.11786
RP11-304C12.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-304L19.4	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-305E6.4	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-305K5.1	0.321165	0.41601	0.43128	0.465785	0.38306
RP11-305L7.3	0.324085	0.11846	0.12279	0.1376	0.11786
RP11-305O4.3	0.11898	0.11846	0.12279	0.1376	0.3959575
RP11-305O6.3	0.412795	0.3153525	0.12279	0.1376	0.4677475
RP11-307O13.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-307P5.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-308D16.4	0.32742	0.3038775	0.328355	0.1376	0.402705
RP11-309G3.3	0.48159	0.66874	0.35577	0.52595	0.87138
RP11-310J24.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-313C4.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-314N13.3	0.376085	0.314215	0.3168125	0.1376	0.11786
RP11-315F22.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-318A15.2	0.443705	0.417145	0.383225	0.472605	0.4823
RP11-319E16.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-319G9.3	0.11898	0.328925	0.12279	0.1376	0.11786
RP11-31K23.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-320H14.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-320N7.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-324J3.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-324L17.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-326I11.3	0.5091	0.35012	0.43547	0.471775	0.3999975
RP11-326I11.5	0.38673	0.344005	0.12279	0.45512	0.617605
RP11-327J17.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-329B9.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-329B9.5	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-330M19.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-330O11.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-332H18.4	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-333I13.1	0.11898	0.11846	0.12279	0.1376	0.330185
RP11-333O1.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-334C17.5	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-334J6.6	0.304855	0.4304975	0.12279	0.48734	0.11786
RP11-338I21.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-338N10.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-339A11.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-339B21.15	0.52585	0.465245	0.455075	0.4602575	0.392675
RP11-33O4.1	0.30647	0.341485	0.32682	0.1376	0.314115
RP11-340A13.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-341N2.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-343H5.6	0.347785	0.37159	0.3168125	0.55095	0.11786
RP11-347D21.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-348B17.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-348N5.7	0.304855	0.424665	0.12279	0.40428	0.65609
RP11-348P10.2	0.11898	0.11846	0.12279	0.1376	0.445135
RP11-349E4.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-350F4.2	0.34351	0.33297	0.32467	0.1376	0.44963
RP11-352B15.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-352G9.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-353N14.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-353N14.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-354I10.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-355B11.2	0.45482	0.329795	0.361845	0.391005	0.11786
RP11-355F16.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-356B19.11	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-359E8.5	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-359K18.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP1-135L22.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-360A18.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-360K13.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-362K14.6	0.11898	0.3234575	0.12279	0.1376	0.39323
RP11-362K14.7	0.11898	0.412025	0.12279	0.1376	0.42535
RP11-363E7.4	0.11898	0.11846	0.12279	0.1376	0.36277
RP11-365H22.2	0.11898	0.11846	0.12279	0.1376	0.47469
RP11-366L5.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-369C8.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-36B6.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-373D23.2	0.37194	0.461995	0.12279	0.412595	0.4314175
RP11-375I20.6	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-378A13.1	0.32663	0.4706675	0.38037	0.39743	0.316145
RP11-378J18.8	0.11898	0.11846	0.12279	0.1376	0.3046325
RP11-379F4.6	0.11898	0.31485	0.12279	0.1376	0.34059
RP11-379H18.1	0.37041	0.324485	0.38782	0.1376	0.42965
RP11-37C7.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-381P6.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-382B18.4	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-384L8.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-384P7.7	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-385F5.4	0.11898	0.11846	0.12279	0.1376	0.31135
RP11-388M20.1	0.33457	0.86366	0.71342	0.77896	0.40053
RP11-388M20.6	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-389C8.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-389C8.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-389G6.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-38C18.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-38C18.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-38L15.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-38P22.2	0.11898	0.11846	0.12279	0.1376	0.56529
RP11-391M1.4	0.11898	0.5666425	0.355605	0.50009	0.37264
RP11-394I13.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-395B7.7	0.654895	0.456055	0.58129	0.1376	0.5837
RP11-395I6.3	0.312645	0.4841025	0.51018	0.1376	0.661685
RP11-395N3.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-396F22.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-397A16.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-399E6.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-399O19.9	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-39H13.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-3L8.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-400N13.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-400N9.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-401P9.4	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-402D21.2	0.11898	0.11846	0.3309125	0.1376	0.11786
RP11-402G3.5	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-403N16.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP1-140C12.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-410C4.5	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-410D17.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-410E4.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-410L14.2	0.55584	0.3977925	0.49962	0.436175	0.345505
RP11-413B19.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-414H17.5	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-416I2.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-416N2.4	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-421E14.2	0.373605	0.5	0.3879575	0.458315	0.457755
RP11-421F16.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-422P24.11	0.31149	0.11846	0.12279	0.1376	0.30346
RP11-425D10.10	0.36068	0.33241	0.34475	0.466255	0.43679
RP11-426C22.5	0.31795	0.11846	0.32622	0.49598	0.11786
RP11-429B14.4	0.11898	0.11846	0.12279	0.1376	0.11786
RP1-142L7.8	0.11898	0.11846	0.12279	0.1376	0.11786
RP1-142L7.9	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-432J9.6	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-433A10.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-435O5.5	0.11898	0.11846	0.12279	0.364635	0.11786
RP11-436D10.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-439E19.10	0.11898	0.35145	0.12279	0.1376	0.35472
RP11-440I14.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-440L14.3	0.11898	0.11846	0.12279	0.1376	0.3284075
RP11-442O18.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-443B7.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-443C10.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-445H22.4	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-445L13__B.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-448A19.1	0.3634025	0.11846	0.12279	0.1376	0.311925
RP11-44F14.8	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-44F21.5	0.11898	0.11846	0.4282	0.1376	0.11786
RP11-44N11.3	0.45313	0.11846	0.37697	0.3826325	0.38287
RP11-452L6.1	0.53304	0.37642	0.42144	0.39158	0.5869
RP11-454K7.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-456H18.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-456O19.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-457I16.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-457K10.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-45M22.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-45M22.5	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-461A8.4	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-461L18.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-464F9.20	0.55861	0.37642	0.39879	0.469	0.4436625
RP11-465B22.8	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-466A19.8	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-466P24.7	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-467D6.1	0.4594375	0.4001775	0.4289125	0.52882	0.42494
RP11-468E2.5	0.37762	0.11846	0.12279	0.1376	0.3562
RP11-469M7.1	0.42955	0.64313	0.456055	0.75864	0.61209
RP11-470M17.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-471B22.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-471M2.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-472K22.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-473I1.9	0.93407	0.947	0.886625	0.96118	0.9232
RP11-474D1.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-474P2.2	0.11898	0.11846	0.12279	0.368885	0.435995
RP11-475A13.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-476D10.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-477N3.1	0.31149	0.11846	0.12279	0.1376	0.11786
RP11-480A16.1	0.42323	0.11846	0.12279	0.1376	0.11786
RP11-480D4.6	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-480I12.10	0.11898	0.11846	0.12279	0.383	0.11786
RP11-483C6.1	0.11898	0.33729	0.318085	0.1376	0.11786
RP11-483I13.5	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-486G15.2	0.34755	0.32174	0.37046	0.361015	0.32898
RP11-488L18.10	0.49546	0.46382	0.428395	0.438645	0.756215
RP11-489E7.4	0.58683	0.55347	0.51628	0.669765	0.702995
RP11-489G11.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-48B3.4	0.11898	0.4178	0.12279	0.4332	0.52662
RP11-490G2.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-493L12.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-495K9.5	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-495P10.6	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-496I2.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-498C9.15	0.50832	0.62295	0.667145	0.533355	0.5404575
RP11-498C9.17	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-498E2.7	0.3713	0.11846	0.12279	0.35974	0.323415
RP11-499E18.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP1-149A16.17	0.11898	0.11846	0.12279	0.1376	0.11786
RP1-149C7.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-49K24.4	0.40841	0.11846	0.3691125	0.1376	0.35672
RP11-502N13.2	0.11898	0.11846	0.12279	0.1376	0.400125
RP11-503C24.6	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-504A18.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-505K9.4	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-506E9.3	0.11898	0.11846	0.12279	0.1376	0.409235
RP11-506N2.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-506O24.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-508N22.12	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-50B3.4	0.373435	0.387575	0.35046	0.1376	0.3938625
RP11-50E11.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-510C10.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-510C10.4	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-513M16.7	0.11898	0.39288	0.12279	0.4418975	0.57301
RP11-513N24.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-515O17.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-517B11.7	0.11898	0.329795	0.12279	0.1376	0.30346
RP11-517C16.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP1-151F17.2	0.3352425	0.11846	0.12279	0.1376	0.11786
RP11-521D12.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-521I2.3	0.35255	0.687605	0.390095	0.66276	0.77759
RP11-521O16.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-524C21.2	0.11898	0.11846	0.12279	0.1376	0.609705
RP11-524D16__A.3	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-52A20.2	0.40784	0.61153	0.37299	0.551835	0.44567
RP11-532F12.5	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-533E19.5	0.366195	0.39425	0.3691125	0.53275	0.360005
RP11-533E19.7	0.60008	0.40714	0.53925	0.57554	0.5219
RP11-534L20.5	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-536G4.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-539G18.2	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-539I5.1	0.11898	0.11846	0.12279	0.1376	0.11786
RP11-539L10.3	0.38775	0.341485	0.34608	0.511125	0.40227
